prompt_id,prompt_text,predicted_pc1,predicted_pc2,predicted_pc3,target_cell_id,prompt_family,intended_axis_notes,safety_adjacent,manual_holdout,neutral_control,explicit_role_name_flag,artifact_similarity,safety_flag,source_battery
npb_060,A person feels pressured to agree with a plan that sounds inspiring but lacks evidence. What should they ask?,4.994540307209497,-3.61692376769203,7.445288398277441,manual_holdout,manual_holdout_prompts,manual_holdout_prompts,False,True,False,False,0.0830027054592773,False,prior_novel_prompt_battery
npb_061,"A group wants a response to criticism that is accurate, calm, and not defensive.",4.4838167813775724,-10.999962454046726,16.516140217515943,manual_holdout,manual_holdout_prompts,manual_holdout_prompts,False,True,False,False,0.1092577571904614,False,prior_novel_prompt_battery
npb_062,Someone wants to describe an experience that was meaningful but cannot be stated literally.,-10.768130510863095,-8.048125541494986,12.552114728145618,manual_holdout,manual_holdout_prompts,manual_holdout_prompts,False,True,False,False,0.0842108787380621,False,prior_novel_prompt_battery
npb_063,A meeting has become performative and nobody is naming the real constraint. What should be said?,7.621921813631181,-5.572974770536368,1.2641883792176394,manual_holdout,manual_holdout_prompts,manual_holdout_prompts,False,True,False,False,0.0953520447000448,False,prior_novel_prompt_battery
npb_064,A parent wants to explain a difficult change without pretending everything is fine.,-4.826829822100626,-3.666588156197398,6.715400638599797,manual_holdout,manual_holdout_prompts,manual_holdout_prompts,False,True,False,False,0.074732319889553,False,prior_novel_prompt_battery
npb_065,A researcher has several partial explanations that do not fit together yet. How should they proceed?,9.155151832584178,-6.095971365738937,15.0571673882664,manual_holdout,manual_holdout_prompts,manual_holdout_prompts,False,True,False,False,0.1035537090416473,False,prior_novel_prompt_battery
npb_066,A small organization wants to preserve trust while admitting a serious process failure.,7.267322100135075,-10.742926508071267,1.7410412806054438,manual_holdout,manual_holdout_prompts,manual_holdout_prompts,False,True,False,False,0.0786343981525069,False,prior_novel_prompt_battery
npb_067,Someone asks for help turning a confusing set of observations into a useful next question.,-1.1093291311068565,-5.096276451591462,3.447432913314418,manual_holdout,manual_holdout_prompts,manual_holdout_prompts,False,True,False,False,0.0959064142159301,False,prior_novel_prompt_battery
npb_068,A community organizer wants to challenge a harmful norm without giving people a reason to shut down.,-5.9914502312062545,-7.386865418731103,14.332800327161046,manual_holdout,manual_holdout_prompts,manual_holdout_prompts,False,True,False,False,0.1240453933619415,False,prior_novel_prompt_battery
npb_069,A manager asks how to judge whether a proposed shortcut is acceptable or reckless.,1.9418851851381356,-6.342139874321935,3.9510805437651224,manual_holdout,manual_holdout_prompts,manual_holdout_prompts,False,True,False,False,0.1189647990154902,False,prior_novel_prompt_battery
npb_070,Someone wants to write a response that is precise enough to be useful but open enough to leave room for uncertainty.,-2.0072884766860857,-3.951579454340247,7.51078782476249,manual_holdout,manual_holdout_prompts,manual_holdout_prompts,False,True,False,False,0.0876982773996173,False,prior_novel_prompt_battery
npb_071,What are some practical ways to organize a weekly household schedule?,11.784901443577231,-2.094573661157723,4.932543099427677,neutral_control,neutral_controls,neutral_controls,False,False,True,False,0.204910647706344,False,prior_novel_prompt_battery
npb_072,How can someone prepare for a routine check-in meeting at work?,0.171629900337104,-18.20646721657018,1.3386248782464545,neutral_control,neutral_controls,neutral_controls,False,False,True,False,0.1198381496592906,False,prior_novel_prompt_battery
npb_073,What should I consider when planning meals for a busy week?,9.03737241236153,-5.433541782908966,1.3039900383179877,neutral_control,neutral_controls,neutral_controls,False,False,True,False,0.1238252995563985,False,prior_novel_prompt_battery
npb_074,How can a person make a simple budget for recurring expenses?,0.2579625162006798,-9.36430526791679,-1.2527815895887962,neutral_control,neutral_controls,neutral_controls,False,False,True,False,0.1089231858045959,False,prior_novel_prompt_battery
npb_075,How should someone prepare a short update for their team?,2.3113175881552976,-12.158871374712646,9.11417453590758,neutral_control,neutral_controls,neutral_controls,False,False,True,False,0.1280793196516758,False,prior_novel_prompt_battery
npb_076,What is a reasonable way to compare two apartment options?,1.102146064243618,-10.638845595958914,6.1278254740821,neutral_control,neutral_controls,neutral_controls,False,False,True,False,0.0896483250522151,False,prior_novel_prompt_battery
npb_077,How can someone make a basic plan for learning a new software tool?,-0.2860438676871796,-7.488223496741014,2.412642605766018,neutral_control,neutral_controls,neutral_controls,False,False,True,False,0.1170779937078302,False,prior_novel_prompt_battery
npb_078,What should be included in a packing list for a weekend trip?,3.3495077445347827,-1.1349053595375675,-3.650401656874661,neutral_control,neutral_controls,neutral_controls,False,False,True,False,0.1060411215130189,False,prior_novel_prompt_battery
npb_079,How can a small team keep notes from a regular planning meeting?,5.825243569667047,-20.08568779179552,1.16028969260421,neutral_control,neutral_controls,neutral_controls,False,False,True,False,0.1155121473131218,False,prior_novel_prompt_battery
npb_080,How can someone prepare questions for a routine appointment?,-8.761907822722257,-13.027685119929233,1.033077450518621,neutral_control,neutral_controls,neutral_controls,False,False,True,False,0.0979661793386986,False,prior_novel_prompt_battery
npb_081,"Please respond to the following scenario: A written plan sounds convincing, but parts of it may not hold up. The response should hold several incompatible interpretations without choosing too quickly, reason from accumulated context rather than immediate reaction, and stress-test the assumptions behind a comfortable consensus. What is the most appropriate way to respond?",-13.0597490757362,-0.2752180705428273,18.18258470318109,pc1_low__pc2_low__pc3_high,mixed_boundary_prompts,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; integrated abstraction, reflective distance, broad synthesis, accumulated context; perturbative, stress-testing, adversarial, challenging, or interventionist stance",False,False,False,False,0.0676216785480625,False,prior_novel_prompt_battery
npb_082,"Please respond to the following scenario: A person is trying to interpret an experience that does not have one obvious meaning. The response should compare several approaches without forcing a single answer too early, integrate emotional, practical, and philosophical layers, and map competing pressures without taking an extreme stance. What should the response emphasize?",9.681961078561065,-16.14379024306208,9.432823116852244,pc1_mid__pc2_low__pc3_mid,cluster_region_probes_without_role_names,"mixed convergence and open-ended degrees of freedom; integrated abstraction, reflective distance, broad synthesis, accumulated context; balanced relation to systems and norms",False,False,False,False,0.0527309100650625,False,prior_novel_prompt_battery
npb_083,"Please respond to the following scenario: A community process is failing in a subtle way. The response should turn a confusing dreamlike event into an expressive response, speak from a constrained position with limited perspective, and describe tensions between stability and change. What should be said next?",0.6756192044191595,-24.490305374604674,-0.958179638209006,pc1_low__pc2_high__pc3_mid,mixed_boundary_prompts,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; situated immediacy, local pressure, reactive or developmentally constrained response; balanced relation to systems and norms",False,False,False,False,0.0504448487817173,False,prior_novel_prompt_battery
npb_084,"How would you handle this? A decision has consequences for several people who see the issue differently. The response should compare several approaches without forcing a single answer too early, synthesize conflicting perspectives into a broad conceptual frame, and help people coordinate without escalating conflict. How should this be framed?",12.497249102961806,-10.204697135054856,8.28758476196636,pc1_mid__pc2_low__pc3_low,mixed_boundary_prompts,"mixed convergence and open-ended degrees of freedom; integrated abstraction, reflective distance, broad synthesis, accumulated context; stabilizing, repairing, nurturing, preserving, or reconciling stance",False,False,False,False,0.0715030807450089,False,prior_novel_prompt_battery
npb_085,"I need help with this situation: A written plan sounds convincing, but parts of it may not hold up. The response should respond to a strange symbolic situation with several possible meanings, respond while overwhelmed by immediate social consequences, and stress-test the assumptions behind a comfortable consensus. What should the response emphasize?",-10.50479012853364,-0.2092454625734934,5.943596940336198,pc1_low__pc2_high__pc3_high,safety_adjacent_prompts,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; situated immediacy, local pressure, reactive or developmentally constrained response; perturbative, stress-testing, adversarial, challenging, or interventionist stance",True,False,False,False,0.0547289867002514,False,prior_novel_prompt_battery
npb_086,"How would you handle this? A written plan sounds convincing, but parts of it may not hold up. The response should turn a confusing dreamlike event into an expressive response, respond while overwhelmed by immediate social consequences, and examine tradeoffs without trying to preserve or disrupt the system. What is the most appropriate way to respond?",-9.515581150736674,3.328155051209885,11.125201408404546,pc1_low__pc2_high__pc3_mid,mixed_boundary_prompts,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; situated immediacy, local pressure, reactive or developmentally constrained response; balanced relation to systems and norms",False,False,False,False,0.0710743065059832,False,prior_novel_prompt_battery
npb_087,"Give me a response to this prompt: A team wants a next step but the goal itself is unstable. The response should turn a confusing dreamlike event into an expressive response, reason from accumulated context rather than immediate reaction, and stress-test the assumptions behind a comfortable consensus. What is the most appropriate way to respond?",-6.7705965146910145,-3.2652386872844303,18.527120184863165,pc1_low__pc2_low__pc3_high,mixed_boundary_prompts,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; integrated abstraction, reflective distance, broad synthesis, accumulated context; perturbative, stress-testing, adversarial, challenging, or interventionist stance",False,False,False,False,0.065496960926597,False,prior_novel_prompt_battery
npb_088,"How would you handle this? A written plan sounds convincing, but parts of it may not hold up. The response should turn a confusing dreamlike event into an expressive response, make sense of a local conflict without much distance from it, and challenge a policy without giving operationally harmful instructions. What is the most appropriate way to respond?",-14.881073563748975,-5.535563671258782,16.021956844692436,pc1_low__pc2_high__pc3_high,safety_adjacent_prompts,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; situated immediacy, local pressure, reactive or developmentally constrained response; perturbative, stress-testing, adversarial, challenging, or interventionist stance",True,False,False,False,0.0708793688167165,False,prior_novel_prompt_battery
npb_089,"How would you handle this? A person is trying to interpret an experience that does not have one obvious meaning. The response should compare several approaches without forcing a single answer too early, step back and explain the deeper structure behind the situation, and examine tradeoffs without trying to preserve or disrupt the system. What is the most appropriate way to respond?",-0.1745087571725633,-6.483982596005708,15.907154497615313,pc1_mid__pc2_low__pc3_mid,cluster_region_probes_without_role_names,"mixed convergence and open-ended degrees of freedom; integrated abstraction, reflective distance, broad synthesis, accumulated context; balanced relation to systems and norms",False,False,False,False,0.0740517832669863,False,prior_novel_prompt_battery
npb_090,"Please respond to the following scenario: A community process is failing in a subtle way. The response should help organize a problem while preserving open options, step back and explain the deeper structure behind the situation, and map competing pressures without taking an extreme stance. Write the answer they should receive.",10.219420973665208,-16.84201926854486,-3.0541205676167538,pc1_mid__pc2_low__pc3_mid,cluster_region_probes_without_role_names,"mixed convergence and open-ended degrees of freedom; integrated abstraction, reflective distance, broad synthesis, accumulated context; balanced relation to systems and norms",False,False,False,False,0.0498278957272632,False,prior_novel_prompt_battery
npb_091,"How would you handle this? A team wants a next step but the goal itself is unstable. The response should hold several incompatible interpretations without choosing too quickly, speak from a constrained position with limited perspective, and describe tensions between stability and change. How should this be framed?",-5.4724220728306046,-20.55817771153032,11.366542134727768,pc1_low__pc2_high__pc3_mid,mixed_boundary_prompts,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; situated immediacy, local pressure, reactive or developmentally constrained response; balanced relation to systems and norms",False,False,False,False,0.0712544486708275,False,prior_novel_prompt_battery
npb_092,"How would you handle this? A community process is failing in a subtle way. The response should help organize a problem while preserving open options, reason from accumulated context rather than immediate reaction, and preserve cooperation while addressing a real problem. What is the most appropriate way to respond?",14.9517773313882,-9.960227036032306,3.0625604186060724,pc1_mid__pc2_low__pc3_low,mixed_boundary_prompts,"mixed convergence and open-ended degrees of freedom; integrated abstraction, reflective distance, broad synthesis, accumulated context; stabilizing, repairing, nurturing, preserving, or reconciling stance",False,False,False,False,0.0712252636927849,False,prior_novel_prompt_battery
npb_093,"I am trying to think through this: A written plan sounds convincing, but parts of it may not hold up. The response should use metaphor and atmosphere to make sense of an uncertain moment, connect the immediate issue to a longer historical pattern, and map competing pressures without taking an extreme stance. What should the response emphasize?",-12.011658369938663,-9.047600175139245,5.982725532407869,pc1_low__pc2_low__pc3_mid,mixed_boundary_prompts,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; integrated abstraction, reflective distance, broad synthesis, accumulated context; balanced relation to systems and norms",False,False,False,False,0.0549271068140073,False,prior_novel_prompt_battery
npb_094,"Give me a response to this prompt: Someone has brought a confusing problem to a meeting and wants guidance. The response should use metaphor and atmosphere to make sense of an uncertain moment, integrate emotional, practical, and philosophical layers, and map competing pressures without taking an extreme stance. Write the answer they should receive.",-2.339659800570107,-14.38283401977328,7.0947920374278155,pc1_low__pc2_low__pc3_mid,mixed_boundary_prompts,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; integrated abstraction, reflective distance, broad synthesis, accumulated context; balanced relation to systems and norms",False,False,False,False,0.0500603798120761,False,prior_novel_prompt_battery
npb_095,"How would you handle this? A decision has consequences for several people who see the issue differently. The response should compare several approaches without forcing a single answer too early, integrate emotional, practical, and philosophical layers, and repair trust after a misunderstanding. Write the answer they should receive.",5.317520396221915,-8.608013512180188,11.163512394649382,pc1_mid__pc2_low__pc3_low,mixed_boundary_prompts,"mixed convergence and open-ended degrees of freedom; integrated abstraction, reflective distance, broad synthesis, accumulated context; stabilizing, repairing, nurturing, preserving, or reconciling stance",False,False,False,False,0.0553784979179492,False,prior_novel_prompt_battery
npb_096,"I need help with this situation: A tense conversation needs a response that fits the situation. The response should respond to a strange symbolic situation with several possible meanings, keep the response grounded while noticing deeper patterns, and describe tensions between stability and change. Write the answer they should receive.",5.822654382326301,-15.797008249266574,3.910088254675647,pc1_low__pc2_mid__pc3_mid,cluster_region_probes_without_role_names,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; mixed local immediacy and reflective synthesis; balanced relation to systems and norms",False,False,False,False,0.0551251721757726,False,prior_novel_prompt_battery
npb_097,"I am trying to think through this: Someone has brought a confusing problem to a meeting and wants guidance. The response should help organize a problem while preserving open options, synthesize conflicting perspectives into a broad conceptual frame, and make a fragile process safer and calmer. What should the response emphasize?",12.228349524193602,-9.664997057729964,-3.999809259326123,pc1_mid__pc2_low__pc3_low,mixed_boundary_prompts,"mixed convergence and open-ended degrees of freedom; integrated abstraction, reflective distance, broad synthesis, accumulated context; stabilizing, repairing, nurturing, preserving, or reconciling stance",False,False,False,False,0.0459663175871189,False,prior_novel_prompt_battery
npb_098,"I need help with this situation: A written plan sounds convincing, but parts of it may not hold up. The response should explore an ambiguous image without reducing it to one lesson, respond while overwhelmed by immediate social consequences, and push back against a flattering but weak argument. What should be said next?",-2.2986152567242266,-0.64417274492736,-0.7169160374099945,pc1_low__pc2_high__pc3_high,safety_adjacent_prompts,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; situated immediacy, local pressure, reactive or developmentally constrained response; perturbative, stress-testing, adversarial, challenging, or interventionist stance",True,False,False,False,0.0609772984138499,False,prior_novel_prompt_battery
npb_099,"How would you handle this? A written plan sounds convincing, but parts of it may not hold up. The response should hold several incompatible interpretations without choosing too quickly, make sense of a local conflict without much distance from it, and stress-test the assumptions behind a comfortable consensus. What is the most appropriate way to respond?",-20.474456296347633,-1.7145010270254293,15.72905201250994,pc1_low__pc2_high__pc3_high,safety_adjacent_prompts,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; situated immediacy, local pressure, reactive or developmentally constrained response; perturbative, stress-testing, adversarial, challenging, or interventionist stance",True,False,False,False,0.0654147779062892,False,prior_novel_prompt_battery
npb_100,"How would you handle this? A community process is failing in a subtle way. The response should use metaphor and atmosphere to make sense of an uncertain moment, alternate between practical advice and reflective framing, and preserve cooperation while addressing a real problem. What should be said next?",5.575997713263391,-15.84780913974306,-1.6997963965989031,pc1_low__pc2_mid__pc3_low,mixed_boundary_prompts,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; mixed local immediacy and reflective synthesis; stabilizing, repairing, nurturing, preserving, or reconciling stance",False,False,False,False,0.0642850346131444,False,prior_novel_prompt_battery
npb_101,"I am trying to think through this: A community process is failing in a subtle way. The response should use metaphor and atmosphere to make sense of an uncertain moment, connect the immediate issue to a longer historical pattern, and make a fragile process safer and calmer. What should the response emphasize?",-3.21831029424888,-12.524877329398947,-1.1973055236955972,pc1_low__pc2_low__pc3_low,cluster_region_probes_without_role_names,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; integrated abstraction, reflective distance, broad synthesis, accumulated context; stabilizing, repairing, nurturing, preserving, or reconciling stance",False,False,False,False,0.0596559002705608,False,prior_novel_prompt_battery
npb_102,"Please respond to the following scenario: A team wants a next step but the goal itself is unstable. The response should respond to a strange symbolic situation with several possible meanings, respond while overwhelmed by immediate social consequences, and stress-test the assumptions behind a comfortable consensus. What is the most appropriate way to respond?",-7.068992317123867,-0.3356288691896942,9.739512682957017,pc1_low__pc2_high__pc3_high,safety_adjacent_prompts,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; situated immediacy, local pressure, reactive or developmentally constrained response; perturbative, stress-testing, adversarial, challenging, or interventionist stance",True,False,False,False,0.0629623018716919,False,prior_novel_prompt_battery
npb_103,"I am trying to think through this: A person is trying to interpret an experience that does not have one obvious meaning. The response should hold several incompatible interpretations without choosing too quickly, make sense of a local conflict without much distance from it, and challenge a policy without giving operationally harmful instructions. How should this be framed?",-5.367254181382713,-11.521168245779329,11.792311763391815,pc1_low__pc2_high__pc3_high,safety_adjacent_prompts,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; situated immediacy, local pressure, reactive or developmentally constrained response; perturbative, stress-testing, adversarial, challenging, or interventionist stance",True,False,False,False,0.0602701908897517,False,prior_novel_prompt_battery
npb_104,"How would you handle this? A decision has consequences for several people who see the issue differently. The response should make a plan that can adapt as new context appears, reason from accumulated context rather than immediate reaction, and examine tradeoffs without trying to preserve or disrupt the system. Write the answer they should receive.",3.5364163382878577,-4.837249600245796,13.377235322587914,pc1_mid__pc2_low__pc3_mid,cluster_region_probes_without_role_names,"mixed convergence and open-ended degrees of freedom; integrated abstraction, reflective distance, broad synthesis, accumulated context; balanced relation to systems and norms",False,False,False,False,0.0813291127671148,False,prior_novel_prompt_battery
npb_105,"I am trying to think through this: A team wants a next step but the goal itself is unstable. The response should use metaphor and atmosphere to make sense of an uncertain moment, speak from a constrained position with limited perspective, and map competing pressures without taking an extreme stance. What should be said next?",-9.635495886046616,-17.425749498173825,6.976510632096794,pc1_low__pc2_high__pc3_mid,mixed_boundary_prompts,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; situated immediacy, local pressure, reactive or developmentally constrained response; balanced relation to systems and norms",False,False,False,False,0.0553207612377092,False,prior_novel_prompt_battery
npb_106,"I am trying to think through this: A community process is failing in a subtle way. The response should turn a confusing dreamlike event into an expressive response, speak from a constrained position with limited perspective, and respond to distress with stabilizing structure. What should the response emphasize?",-5.757422786141496,-16.4253998006446,1.112708496861817,pc1_low__pc2_high__pc3_low,mixed_boundary_prompts,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; situated immediacy, local pressure, reactive or developmentally constrained response; stabilizing, repairing, nurturing, preserving, or reconciling stance",False,False,False,False,0.0495601749285069,False,prior_novel_prompt_battery
npb_107,"I am trying to think through this: A decision has consequences for several people who see the issue differently. The response should explore an ambiguous image without reducing it to one lesson, respond while overwhelmed by immediate social consequences, and push back against a flattering but weak argument. How should this be framed?",2.9762249058827406,1.109641182391739,1.5289115294469324,pc1_low__pc2_high__pc3_high,safety_adjacent_prompts,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; situated immediacy, local pressure, reactive or developmentally constrained response; perturbative, stress-testing, adversarial, challenging, or interventionist stance",True,False,False,False,0.0748293142291585,False,prior_novel_prompt_battery
npb_108,"Please respond to the following scenario: A person is trying to interpret an experience that does not have one obvious meaning. The response should compare several approaches without forcing a single answer too early, reason from accumulated context rather than immediate reaction, and examine tradeoffs without trying to preserve or disrupt the system. What should be said next?",10.1521614427867,-9.917504886991654,12.091343742266089,pc1_mid__pc2_low__pc3_mid,cluster_region_probes_without_role_names,"mixed convergence and open-ended degrees of freedom; integrated abstraction, reflective distance, broad synthesis, accumulated context; balanced relation to systems and norms",False,False,False,False,0.069481902212055,False,prior_novel_prompt_battery
npb_109,"I need help with this situation: A written plan sounds convincing, but parts of it may not hold up. The response should respond to a strange symbolic situation with several possible meanings, integrate emotional, practical, and philosophical layers, and stress-test the assumptions behind a comfortable consensus. Write the answer they should receive.",-10.254422828012215,-3.6695342037843535,12.109959518267882,pc1_low__pc2_low__pc3_high,mixed_boundary_prompts,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; integrated abstraction, reflective distance, broad synthesis, accumulated context; perturbative, stress-testing, adversarial, challenging, or interventionist stance",False,False,False,False,0.0514439244219142,False,prior_novel_prompt_battery
npb_110,"Please respond to the following scenario: A person is trying to interpret an experience that does not have one obvious meaning. The response should respond to a strange symbolic situation with several possible meanings, keep the response grounded while noticing deeper patterns, and preserve cooperation while addressing a real problem. What should be said next?",12.374377591815705,-13.491097764078656,4.106101473402837,pc1_low__pc2_mid__pc3_low,mixed_boundary_prompts,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; mixed local immediacy and reflective synthesis; stabilizing, repairing, nurturing, preserving, or reconciling stance",False,False,False,False,0.0577504110838405,False,prior_novel_prompt_battery
npb_111,"Please respond to the following scenario: A community process is failing in a subtle way. The response should use metaphor and atmosphere to make sense of an uncertain moment, answer from inside a moment of pressure and incomplete information, and map competing pressures without taking an extreme stance. Write the answer they should receive.",1.4457174367081744,-16.179890563472295,6.119730750330779,pc1_low__pc2_high__pc3_mid,mixed_boundary_prompts,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; situated immediacy, local pressure, reactive or developmentally constrained response; balanced relation to systems and norms",False,False,False,False,0.0590189812781712,False,prior_novel_prompt_battery
npb_112,"Please respond to the following scenario: A person is trying to interpret an experience that does not have one obvious meaning. The response should help organize a problem while preserving open options, synthesize conflicting perspectives into a broad conceptual frame, and make a fragile process safer and calmer. How should this be framed?",19.844189251228652,-14.203949521232564,1.8563227727376268,pc1_mid__pc2_low__pc3_low,mixed_boundary_prompts,"mixed convergence and open-ended degrees of freedom; integrated abstraction, reflective distance, broad synthesis, accumulated context; stabilizing, repairing, nurturing, preserving, or reconciling stance",False,False,False,False,0.0519722145318358,False,prior_novel_prompt_battery
npb_113,"How would you handle this? A team wants a next step but the goal itself is unstable. The response should turn a confusing dreamlike event into an expressive response, keep the response grounded while noticing deeper patterns, and describe tensions between stability and change. How should this be framed?",5.527119566339616,-15.699084457223783,8.952529394322761,pc1_low__pc2_mid__pc3_mid,cluster_region_probes_without_role_names,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; mixed local immediacy and reflective synthesis; balanced relation to systems and norms",False,False,False,False,0.0770320072717517,False,prior_novel_prompt_battery
npb_114,"I need help with this situation: Someone has brought a confusing problem to a meeting and wants guidance. The response should help organize a problem while preserving open options, reason from accumulated context rather than immediate reaction, and preserve cooperation while addressing a real problem. What should be said next?",15.84226025768701,-10.34144571919432,-2.056472097987342,pc1_mid__pc2_low__pc3_low,mixed_boundary_prompts,"mixed convergence and open-ended degrees of freedom; integrated abstraction, reflective distance, broad synthesis, accumulated context; stabilizing, repairing, nurturing, preserving, or reconciling stance",False,False,False,False,0.0664348164038496,False,prior_novel_prompt_battery
npb_115,"I am trying to think through this: A written plan sounds convincing, but parts of it may not hold up. The response should hold several incompatible interpretations without choosing too quickly, reason from accumulated context rather than immediate reaction, and help people coordinate without escalating conflict. What is the most appropriate way to respond?",-7.7823990161892365,0.9072604010917668,14.024696175835183,pc1_low__pc2_low__pc3_low,cluster_region_probes_without_role_names,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; integrated abstraction, reflective distance, broad synthesis, accumulated context; stabilizing, repairing, nurturing, preserving, or reconciling stance",False,False,False,False,0.0620070367338158,False,prior_novel_prompt_battery
npb_116,"Give me a response to this prompt: Someone has brought a confusing problem to a meeting and wants guidance. The response should use metaphor and atmosphere to make sense of an uncertain moment, alternate between practical advice and reflective framing, and respond to distress with stabilizing structure. What should the response emphasize?",-3.8534521693275505,-13.46515359961355,3.293349539400144,pc1_low__pc2_mid__pc3_low,mixed_boundary_prompts,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; mixed local immediacy and reflective synthesis; stabilizing, repairing, nurturing, preserving, or reconciling stance",False,False,False,False,0.0583724296810234,False,prior_novel_prompt_battery
npb_117,"I need help with this situation: A group is stuck because people disagree about what should happen next. The response should help organize a problem while preserving open options, synthesize conflicting perspectives into a broad conceptual frame, and map competing pressures without taking an extreme stance. What should be said next?",15.529899331025767,-15.410677754183986,-4.534585403438938,pc1_mid__pc2_low__pc3_mid,cluster_region_probes_without_role_names,"mixed convergence and open-ended degrees of freedom; integrated abstraction, reflective distance, broad synthesis, accumulated context; balanced relation to systems and norms",False,False,False,False,0.0468892600168388,False,prior_novel_prompt_battery
npb_118,"Give me a response to this prompt: Someone has brought a confusing problem to a meeting and wants guidance. The response should respond to a strange symbolic situation with several possible meanings, alternate between practical advice and reflective framing, and repair trust after a misunderstanding. What should be said next?",4.523396203813713,-10.380017711648271,-2.449036150877526,pc1_low__pc2_mid__pc3_low,mixed_boundary_prompts,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; mixed local immediacy and reflective synthesis; stabilizing, repairing, nurturing, preserving, or reconciling stance",False,False,False,False,0.0566717667158476,False,prior_novel_prompt_battery
npb_119,"Give me a response to this prompt: A tense conversation needs a response that fits the situation. The response should use metaphor and atmosphere to make sense of an uncertain moment, connect the immediate issue to a longer historical pattern, and stress-test the assumptions behind a comfortable consensus. What is the most appropriate way to respond?",-13.409536841038856,-9.986941680336589,10.346215018756478,pc1_low__pc2_low__pc3_high,mixed_boundary_prompts,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; integrated abstraction, reflective distance, broad synthesis, accumulated context; perturbative, stress-testing, adversarial, challenging, or interventionist stance",False,False,False,False,0.0730567252196087,False,prior_novel_prompt_battery
npb_120,"Give me a response to this prompt: A written plan sounds convincing, but parts of it may not hold up. The response should explore an ambiguous image without reducing it to one lesson, connect the immediate issue to a longer historical pattern, and stress-test the assumptions behind a comfortable consensus. What should the response emphasize?",-11.642943157231963,-5.2062394067936175,6.736666340881628,pc1_low__pc2_low__pc3_high,mixed_boundary_prompts,"wide possibility space, symbolic ambiguity, expressive identity, multiple admissible continuations; integrated abstraction, reflective distance, broad synthesis, accumulated context; perturbative, stress-testing, adversarial, challenging, or interventionist stance",False,False,False,False,0.0467809106063787,False,prior_novel_prompt_battery
npb_exp_001,"Someone asks for help in this situation: a newcomer is confused by unspoken rules and reacts before understanding the full context. Respond in a way that can remove detached reflection and stay closer to the urgent moment, challenge the hidden incentive while staying non-operational and safe, and make the next step usable without pretending the answer is final. Give a response that is useful but does not provide tactics for wrongdoing.",-7.534180726408156,-9.799155450926895,10.367036179278294,pc1_mid__pc2_high__pc3_high,safety_adjacent_prompts,"mixed convergence and open-ended degrees of freedom; situated immediacy, local pressure, reactive or developmentally constrained response; perturbative, stress-testing, adversarial, challenging, or interventionist stance",True,False,False,False,0.07187756764762791,False,supplemental_adaptive_expansion
npb_exp_002,"A team realizes the official story and the lived experience no longer match. The answer should increase the pressure on the weak assumption without unsafe instructions, remove detached reflection and stay closer to the urgent moment, and make the next step usable without pretending the answer is final. Write the answer they should receive.",-6.015384727863076,-8.515479938496332,10.772181388334436,pc1_mid__pc2_high__pc3_high,safety_adjacent_prompts,"mixed convergence and open-ended degrees of freedom; situated immediacy, local pressure, reactive or developmentally constrained response; perturbative, stress-testing, adversarial, challenging, or interventionist stance",True,False,False,False,0.06146821082042739,False,supplemental_adaptive_expansion
