provenance_group,model_id,entity_type,entity_name,run_id,classification,source,source_revision,bytes,tensor_shape,dtype,sample_axis,n_responses,n_retained,layer_hook,token_pooling,prompt_question_ids,polarity,filtering,existing_scores,sample_response_link,access_status,distribution_scope,notes
original-study release,Qwen/Qwen3-32B,persona,aberration,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/role_vectors/aberration.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656958,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instructions x 240 shared questions; retained IDs unavailable,positive role,paper fully/somewhat categories; public code score=3 min50; exact release recipe unresolved,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,erudite,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/erudite.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656540,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,esoteric,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/esoteric.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656545,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,essentialist,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/essentialist.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656565,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,ethereal,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/ethereal.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656545,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,evil,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/evil.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656461,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,existentialist,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/existentialist.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656575,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,experiential,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/experiential.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656565,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,exploratory,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/exploratory.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656560,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,extroverted,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/extroverted.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656560,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,factual,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/factual.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656540,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,fatalistic,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/fatalistic.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656555,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,flexible,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/flexible.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656545,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,flippant,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/flippant.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656545,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,flirty,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/flirty.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656471,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,forgiving,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/forgiving.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656550,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,formal,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/formal.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656471,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,formalist,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/formalist.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656550,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,fundamentalist,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/fundamentalist.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656575,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,futuristic,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/futuristic.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656555,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,generalist,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/generalist.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656555,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,generous,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/generous.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656545,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,goofy,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/goofy.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656466,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,grandiose,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/grandiose.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656550,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,gregarious,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/gregarious.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656555,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,grounded,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/grounded.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656545,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,hedonistic,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/hedonistic.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656555,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,historical,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/historical.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656555,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,holistic,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/holistic.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656545,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,hostile,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/hostile.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656540,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,humanistic,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/humanistic.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656555,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,humble,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/humble.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656471,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,iconoclastic,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/iconoclastic.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656565,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,idealistic,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/idealistic.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656555,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,impatient,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/impatient.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656550,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,improvisational,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/improvisational.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656580,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,impulsive,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/impulsive.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656550,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,inclusive,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/inclusive.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656550,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,independent,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/independent.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656560,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,individualistic,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/individualistic.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656580,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
original-study release,Qwen/Qwen3-32B,trait,innovative,lu_release_3b3b788,Aggregate vector only,downloads/hf_vectors/qwen-3-32b/trait_vectors/innovative.pt,3b3b788432ad33e3a28d9ff08e88a530c0740814,656555,"[64,5120]",bfloat16,NONE: rows are layers,unknown,unknown,decoder-block post-MLP layer rows; release semantics supported by paper/code; no record-level extraction log,assistant response-token mean; exact release weighting unrecorded,5 instruction pairs x 40 questions; release rollout mapping unavailable,positive minus negative,paper: >=10 pairs with score difference >=50; exact selected units/weights unknown,original scores not found,absent,local verified; SHA256 equals pinned release,none; a centroid/contrast cannot reconstruct a distribution,source_manifest.json records per-file hash; AA15 averages these layer rows
