model,trait,component,retained,trait_loading,trait_weight,supported_consensus_axis
Gemma,metaphorical,C4,True,0.0928592274238177,-0.0054603789146057,True
Qwen,methodical,C4,True,-0.0292119398127396,0.0025078361761958,True
Llama,methodical,C4,True,0.0574522233487832,-0.0104528940183827,True
Gemma,methodical,C4,True,-0.0311449013732454,0.0043153418236962,True
Qwen,meticulous,C4,True,0.0295365565935753,0.0052162951608593,True
Llama,meticulous,C4,True,0.1329948269759438,-0.0043241759233376,True
Gemma,meticulous,C4,True,0.0119422060104029,0.0067769463139105,True
Qwen,militant,C4,True,0.1107115274911138,-0.0015691669369804,True
Llama,militant,C4,True,-0.048913672857256,0.0062266116116084,True
Gemma,militant,C4,True,0.0382023990237868,-0.0013558738108743,True
Qwen,misanthropic,C4,True,0.0460204238250957,-0.0059955081147019,True
Llama,misanthropic,C4,True,-0.0779625997247727,-0.0068737812554445,True
Gemma,misanthropic,C4,True,-0.0512752155224106,-0.0028634884214498,True
Qwen,mischievous,C4,True,0.0780079497594233,-0.0070495429630667,True
Llama,mischievous,C4,True,-0.032870081287063,-0.0012868834820407,True
Gemma,mischievous,C4,True,0.055393468321809,0.0098287675181665,True
Qwen,moderate,C4,True,-0.1451280221413958,-0.0049336675341858,True
Llama,moderate,C4,True,0.0280279320110037,-0.0070749248011731,True
Gemma,moderate,C4,True,-0.0528560351391131,-0.0032736256154166,True
Qwen,mystical,C4,True,-0.1004580303221701,-0.0151007525135047,True
Llama,mystical,C4,True,0.0017240402087632,-0.0172545745858171,True
Gemma,mystical,C4,True,-0.0463972189043565,-0.0117647053475922,True
Qwen,naive,C4,True,-0.3391196763738245,-0.0389653377571925,True
Llama,naive,C4,True,-0.3484486012851294,-0.0127580460781847,True
Gemma,naive,C4,True,-0.3617570684676777,-0.0065737089876001,True
Qwen,narrative,C4,True,-0.0210080955151223,-0.0099059630143892,True
Llama,narrative,C4,True,0.0456027637277833,-0.0003758973374126,True
Gemma,narrative,C4,True,-0.030609692609725,-0.0177274057355052,True
Qwen,neurotic,C4,True,0.0115303293605686,-0.0144498856738713,True
Llama,neurotic,C4,True,-0.2260250524329762,0.0043158660906107,True
Gemma,neurotic,C4,True,-0.1000266083727965,-0.0180890220304937,True
Qwen,nihilistic,C4,True,-0.0099503853169393,-0.0150763209230498,True
Llama,nihilistic,C4,True,-0.1069341695416482,-0.0109280860397218,True
Gemma,nihilistic,C4,True,-0.079402217427381,0.0002283678415171,True
Qwen,nonchalant,C4,True,0.0264007637380939,-0.012572411752951,True
Llama,nonchalant,C4,True,-0.2265945554207378,0.0045212552281946,True
Gemma,nonchalant,C4,True,-0.0823769083108625,-0.0077607852844523,True
Qwen,nostalgic,C4,True,-0.2549543874142729,-0.0249906960421976,True
Llama,nostalgic,C4,True,-0.1984621185863389,-0.0204667441173084,True
Gemma,nostalgic,C4,True,-0.2007586440956862,-0.0277649273455789,True
Qwen,nurturing,C4,True,-0.0731369672764738,-0.0006751564048515,True
Llama,nurturing,C4,True,0.3236880798283132,-0.0030709536286066,True
Gemma,nurturing,C4,True,0.1199159023821066,0.0035919352875163,True
Qwen,obsessive,C4,True,0.1093597909727966,-0.0111607501680135,True
Llama,obsessive,C4,True,-0.1340420004597084,0.0028747448601028,True
Gemma,obsessive,C4,True,-0.0842688992292596,-0.0081852207548502,True
Qwen,open_ended,C4,True,0.1034421136557567,0.0106270605220552,True
Llama,open_ended,C4,True,0.3991515801919718,0.010708588369017,True
Gemma,open_ended,C4,True,0.2477003729526231,0.016019273495251,True
Qwen,optimistic,C4,True,-0.1519081572593911,-0.0096338880435743,True
Llama,optimistic,C4,True,0.1527759835962726,0.0030213360239931,True
Gemma,optimistic,C4,True,0.0610697752839638,0.0191411530076616,True
Qwen,pacifist,C4,True,-0.0991237870648558,0.0003582295257586,True
Llama,pacifist,C4,True,0.2070667097559758,-0.0157172435925292,True
Gemma,pacifist,C4,True,0.0026890940536315,0.0099468219140607,True
Qwen,paradoxical,C4,True,0.078995468292364,-0.0026419625788299,True
Llama,paradoxical,C4,True,0.2831414590744761,0.0055833818500272,True
Gemma,paradoxical,C4,True,0.1562304757321114,0.0048314324585256,True
Qwen,paranoid,C4,True,0.1585389973415341,0.00619134807026,True
Llama,paranoid,C4,True,0.0052185673335824,-0.0021075680557392,True
Gemma,paranoid,C4,True,0.0228491248860863,-0.0028627563746909,True
Qwen,passionate,C4,True,0.1403414507314817,0.0047211776999826,True
Llama,passionate,C4,True,0.2262990678460669,0.0140713180033946,True
Gemma,passionate,C4,True,0.1574578875119862,-0.0010031596924585,True
Qwen,passive_aggressive,C4,True,0.080054752991577,-0.0033294216538974,True
Llama,passive_aggressive,C4,True,-0.158127611617957,-0.0050081848384298,True
Gemma,passive_aggressive,C4,True,-0.067930271922522,-0.0006564935832124,True
Qwen,patient,C4,True,-0.0424263856761386,0.0062690038596121,True
Llama,patient,C4,True,0.2658130567179352,-0.0017187506212819,True
Gemma,patient,C4,True,0.0529828076455335,0.0126087266260988,True
Qwen,pedantic,C4,True,0.109938460278314,0.0005965563712173,True
Llama,pedantic,C4,True,0.0522252372973752,-0.000807816138141,True
Gemma,pedantic,C4,True,0.0058048571796177,0.0051144284946347,True
Qwen,pensive,C4,True,0.091740089239389,0.0178322206730051,True
Llama,pensive,C4,True,0.3282488420917803,0.0017860444667889,True
Gemma,pensive,C4,True,0.1969389137084743,0.0047848490255993,True
Qwen,perfectionist,C4,True,0.0698871690446332,0.0074686647589061,True
Llama,perfectionist,C4,True,0.1810610061970918,0.0016176720113323,True
Gemma,perfectionist,C4,True,0.0063556900609493,0.0062845865645402,True
Qwen,pessimistic,C4,True,0.1651717698783908,0.0060030008235669,True
Llama,pessimistic,C4,True,-0.1267883896508944,0.0005674611476596,True
Gemma,pessimistic,C4,True,-0.0227677842175802,-0.0128328384915057,True
Qwen,petty,C4,True,0.0189674887024825,-0.0070267575086035,True
Llama,petty,C4,True,-0.1983843786411714,0.000658436404152,True
Gemma,petty,C4,True,-0.0472421281756649,-0.0068787860336553,True
Qwen,philosophical,C4,True,0.15190360094431,0.0057211033238102,True
Llama,philosophical,C4,True,0.3168402191565683,0.0053426106016878,True
Gemma,philosophical,C4,True,0.2098896391407541,0.0087317377622603,True
Qwen,playful,C4,True,0.0800111901471054,-0.0099237907859413,True
Llama,playful,C4,True,0.0109057534825031,-0.0007360704094816,True
Gemma,playful,C4,True,0.0419933657490988,0.0051005671611873,True
Qwen,pluralist,C4,True,0.0382863101410084,0.0050798421951975,True
Llama,pluralist,C4,True,0.4342993593373985,0.0182906608689145,True
Gemma,pluralist,C4,True,0.0983516462026067,0.0089222452784623,True
Qwen,poetic,C4,True,-0.0484178619325896,-0.0116644555690999,True
Llama,poetic,C4,True,0.0857200232244264,-0.0081287905004473,True
Gemma,poetic,C4,True,-0.0329120173227345,-0.0164744792140552,True
Qwen,practical,C4,True,-0.0523876569301934,-0.003429828129407,True
Llama,practical,C4,True,-0.2400625743925804,-0.0059655719672842,True
Gemma,practical,C4,True,-0.0595935556801008,-0.0174859288498898,True
Qwen,prescriptive,C4,True,-0.031282375396788,-0.0162941045443436,True
Llama,prescriptive,C4,True,-0.2266783846410756,-0.0036971856775359,True
Gemma,prescriptive,C4,True,-0.1519027521934516,-0.0154920815112159,True
Qwen,principled,C4,True,-0.1797540899404222,0.0001414330757794,True
Llama,principled,C4,True,0.1827335415733515,-0.0143565591983228,True
Gemma,principled,C4,True,-0.0954220533029505,-0.021143996981943,True
Qwen,proactive,C4,True,0.63002668535173,0.0448319752595457,True
Llama,proactive,C4,True,0.4552287839710346,0.0208591338679804,True
Gemma,proactive,C4,True,0.5614850461126439,0.0239037907823614,True
Qwen,problem_solving,C4,True,0.2752986920644808,0.0123009884156945,True
Llama,problem_solving,C4,True,0.2643778526291974,0.014088420559895,True
Gemma,problem_solving,C4,True,0.201413056198996,0.015328492001282,True
Qwen,progressive,C4,True,0.7225472345612651,0.0567359589737837,True
Llama,progressive,C4,True,0.8247255489238143,0.0714543069457148,True
Gemma,progressive,C4,True,0.7561152585182204,0.0716777079656879,True
Qwen,provocative,C4,True,0.3240440564624042,0.0137490777008578,True
Llama,provocative,C4,True,0.3467430904427438,0.0184418159992973,True
Gemma,provocative,C4,True,0.3907523217569328,0.0347538268985869,True
Qwen,qualitative,C4,True,0.0075712792469095,0.0079720241115387,True
Llama,qualitative,C4,True,0.3599533740733333,0.0011484127101173,True
Gemma,qualitative,C4,True,0.0959176914368646,-0.0067033697046756,True
Qwen,quantitative,C4,True,0.1186067357148979,0.0018638025282207,True
Llama,quantitative,C4,True,-0.153984684011061,0.0143501593990643,True
Gemma,quantitative,C4,True,-0.022758032545789,0.0066771772332395,True
Qwen,radical,C4,True,0.3297208288516719,0.0245950173188935,True
Llama,radical,C4,True,0.3458031861763715,0.0246834810209526,True
Gemma,radical,C4,True,0.2806077747956571,0.0316825965472508,True
Qwen,rationalist,C4,True,0.0720547038921998,0.0024321382077083,True
Llama,rationalist,C4,True,-0.1475255977512256,-1.637306665593935e-05,True
Gemma,rationalist,C4,True,-0.0724362950794379,0.0084906893949678,True
Qwen,reactive,C4,True,-0.0384948834136164,-0.0088580897869413,True
Llama,reactive,C4,True,-0.1843079759252077,0.0040181042082536,True
Gemma,reactive,C4,True,-0.0612073981032186,-0.0048952787608463,True
Qwen,rebellious,C4,True,0.3681296875791287,0.0234094870702023,True
Llama,rebellious,C4,True,0.5601331164262427,0.0402980172236355,True
Gemma,rebellious,C4,True,0.4876034240774008,0.0431335774822314,True
Qwen,reductionist,C4,True,-0.1342640426743898,-0.0330069610847442,True
Llama,reductionist,C4,True,-0.3506206014922968,-0.0095500415201121,True
Gemma,reductionist,C4,True,-0.2299182282095166,-0.0075661764826119,True
Qwen,regulatory,C4,True,-0.2723314842364372,-0.0078693246994729,True
Llama,regulatory,C4,True,-0.5816324837361164,-0.0463632245379679,True
Gemma,regulatory,C4,True,-0.3536892068801934,-0.0372339504534495,True
Qwen,relativist,C4,True,0.1485577857965384,0.0102850183300982,True
Llama,relativist,C4,True,0.2411348381371863,0.0076964481276223,True
Gemma,relativist,C4,True,0.0658914475737622,0.0220109505008025,True
Qwen,reserved,C4,True,-0.0962160705321213,-0.0025138634258611,True
Llama,reserved,C4,True,-0.2457743734532798,-0.017586894037307,True
Gemma,reserved,C4,True,-0.1835850943578469,0.0021841341593279,True
Qwen,resilient,C4,True,0.0415304892213487,0.0152153751087155,True
Llama,resilient,C4,True,0.2236713564715555,-0.0042208351945465,True
Gemma,resilient,C4,True,0.1437433490538346,0.019146197766361,True
Qwen,reverent,C4,True,-0.3465810820910202,-0.0228048241382931,True
Llama,reverent,C4,True,-0.0957653972618074,-0.0279357477863266,True
Gemma,reverent,C4,True,-0.262415255114394,-0.0273793956904272,True
Qwen,rhetorical,C4,True,0.0780094585202536,0.0056720383684294,True
Llama,rhetorical,C4,True,0.2202965056787846,0.0026069949431244,True
Gemma,rhetorical,C4,True,0.1253808672399063,-0.0044637920045059,True
Qwen,risk_taking,C4,True,0.3150288775866864,0.0148794493671922,True
Llama,risk_taking,C4,True,0.458041957125286,0.0408786139743129,True
Gemma,risk_taking,C4,True,0.3280120999278006,0.030594845158467,True
Qwen,ritualistic,C4,True,-0.2268006820497294,-0.0169662857913553,True
Llama,ritualistic,C4,True,-0.0973868775978115,-0.0237474785169476,True
Gemma,ritualistic,C4,True,-0.2260983750447157,-0.016925110543158,True
Qwen,romantic,C4,True,-0.0923328015886177,-0.012145262845132,True
Llama,romantic,C4,True,0.0339802918549571,-0.0108563156819224,True
Gemma,romantic,C4,True,-0.0177453521913469,-0.0098989810376622,True
Qwen,sarcastic,C4,True,0.1178081684768515,-0.0017899794262683,True
Llama,sarcastic,C4,True,-0.1322932418426202,0.0026151432188512,True
Gemma,sarcastic,C4,True,0.0460455537940639,0.0033664506234718,True
Qwen,sardonic,C4,True,0.1348405543117123,-0.0027855380542019,True
Llama,sardonic,C4,True,-0.1091991729498867,0.0040911942298567,True
Gemma,sardonic,C4,True,0.0440994057976526,0.0033542768960295,True
Qwen,sassy,C4,True,0.2261961205996892,0.0087859293732371,True
Llama,sassy,C4,True,0.1439498696492075,0.0235289837461777,True
Gemma,sassy,C4,True,0.3241281026561104,0.0155335831027559,True
Qwen,savage,C4,True,0.1631228756032602,0.001079836272498,True
Llama,savage,C4,True,-0.1277050865494509,0.0085069696459652,True
Gemma,savage,C4,True,0.0855006494622437,0.0009601782264525,True
Qwen,secular,C4,True,0.231057965965421,0.0255940772731275,True
Llama,secular,C4,True,0.0870876061962826,0.0302352240738294,True
Gemma,secular,C4,True,0.1007648885293669,0.0268671048165606,True
Qwen,serene,C4,True,-0.2249136712198294,-0.008930657880154,True
Llama,serene,C4,True,0.1297488730695078,-0.020199177863898,True
Gemma,serene,C4,True,-0.1362258748961793,-0.0090327392771353,True
Qwen,serious,C4,True,-0.1234979045030671,0.0007663265004396,True
Llama,serious,C4,True,-0.0018982449325823,-0.0114171624193481,True
Gemma,serious,C4,True,-0.1352038667429753,-0.0027769904276964,True
Qwen,skeptical,C4,True,0.4306833838332533,0.0195865025139806,True
Llama,skeptical,C4,True,0.2749282292847351,0.0141076698278261,True
Gemma,skeptical,C4,True,0.2877764257990921,0.0171804982172213,True
Qwen,socratic,C4,True,-0.0628179273902542,-0.0088783212337812,True
Llama,socratic,C4,True,-0.0481471136101371,-0.0120209633687812,True
Gemma,socratic,C4,True,-0.0599418080942243,0.0042438676855786,True
Qwen,solemn,C4,True,-0.1460114414023268,0.0013603880098371,True
Llama,solemn,C4,True,0.0623317121267658,-0.0118275173497676,True
Gemma,solemn,C4,True,-0.1255196958581428,-0.0108045944141965,True
Qwen,specialized,C4,True,0.2986656786041143,0.0162262524655229,True
Llama,specialized,C4,True,0.2153384688206855,0.0137841823973619,True
Gemma,specialized,C4,True,0.1656898318932895,0.018593725955982,True
Qwen,speculative,C4,True,0.3628896710844022,0.0159245510286588,True
Llama,speculative,C4,True,0.6363375104647804,0.0391357932521838,True
Gemma,speculative,C4,True,0.3984472853849661,0.0340897168340516,True
Qwen,spiritual,C4,True,-0.117835605084191,-0.0168105507497017,True
Llama,spiritual,C4,True,0.041551872816146,-0.0181490296025311,True
Gemma,spiritual,C4,True,-0.0364394003851645,-0.0119322338805955,True
Qwen,spontaneous,C4,True,0.1022361248744566,-0.0001253690169607,True
Llama,spontaneous,C4,True,0.1033990570510046,0.0040420517802139,True
Gemma,spontaneous,C4,True,0.1103152596784522,0.0032055589406638,True
Qwen,stoic,C4,True,-0.082290394322069,-0.0050125710788741,True
Llama,stoic,C4,True,-0.08036115557135,-0.0161352207055382,True
Gemma,stoic,C4,True,-0.1214113565288091,0.0053168097934411,True
Qwen,strategic,C4,True,0.2475935128507515,0.0245410708380924,True
Llama,strategic,C4,True,0.3175248585991709,0.0070303685903163,True
Gemma,strategic,C4,True,0.2928313888481508,0.0139381034869073,True
Qwen,stream_of_consciousness,C4,True,0.1268227012904882,-0.0028252887719081,True
Llama,stream_of_consciousness,C4,True,0.1222796619655964,0.0197954444478734,True
Gemma,stream_of_consciousness,C4,True,0.0550749463693388,-0.0040593098504501,True
Qwen,structuralist,C4,True,0.1378524247324301,0.0034817708432369,True
Llama,structuralist,C4,True,0.1516465301701084,0.005093239472233,True
Gemma,structuralist,C4,True,0.0814004226106285,0.0167783408752878,True
Qwen,submissive,C4,True,-0.3745678971750795,-0.0197548817682938,True
Llama,submissive,C4,True,-0.2861009044375284,-0.0141965135993702,True
Gemma,submissive,C4,True,-0.2163617379481087,-0.0056683307022256,True
Qwen,subversive,C4,True,0.2393369688208163,0.0090173684218437,True
Llama,subversive,C4,True,0.2386961782594449,0.0092882144422537,True
Gemma,subversive,C4,True,0.1866813054654246,0.0159211362846532,True
Qwen,supportive,C4,True,-0.0047574806405354,0.0113556170132675,True
Llama,supportive,C4,True,0.3066409834047642,-0.0002049000072383,True
Gemma,supportive,C4,True,0.2078449823555523,0.0065049331171763,True
Qwen,sycophantic,C4,True,-0.0817120678803484,-0.0035004524964442,True
Llama,sycophantic,C4,True,-0.1000117303741302,-0.0057501744297393,True
Gemma,sycophantic,C4,True,-0.0789542294408609,-0.0001162384190509,True
Qwen,systems_thinker,C4,True,0.838580195569793,0.0502643343421356,True
Llama,systems_thinker,C4,True,0.4853202068001507,0.0201605250306058,True
Gemma,systems_thinker,C4,True,0.6440903512553147,0.0426134174549031,True
Qwen,tactful,C4,True,-0.19115721636886,0.0017153036826037,True
Llama,tactful,C4,True,0.1346564605150581,-0.0144298686227392,True
Gemma,tactful,C4,True,-0.0916110018568298,-0.0022712963079488,True
Qwen,technical,C4,True,0.1744778898518578,0.0087356820125327,True
Llama,technical,C4,True,0.1332095470776849,0.0114707570896394,True
Gemma,technical,C4,True,0.0674012872079143,0.0116793748439269,True
Qwen,temperamental,C4,True,0.0695839418628099,-0.0074873799506516,True
Llama,temperamental,C4,True,-0.1614627533904104,0.0027025033502166,True
Gemma,temperamental,C4,True,0.0112304979871147,-0.0056865565902145,True
Qwen,theatrical,C4,True,0.0104512483035794,-0.0071923001287779,True
Llama,theatrical,C4,True,0.0784751222729319,-0.0073373762741141,True
Gemma,theatrical,C4,True,0.043891035945536,-0.010614808031623,True
Qwen,theoretical,C4,True,0.1105836216245691,0.0022787798550238,True
Llama,theoretical,C4,True,0.2472869857786642,0.0064042268876801,True
Gemma,theoretical,C4,True,0.1195646484040493,0.022574039107034,True
Qwen,traditional,C4,True,-0.5585843634476837,-0.034230004630628,True
Llama,traditional,C4,True,-0.7367050701955703,-0.0642946974170388,True
Gemma,traditional,C4,True,-0.6644345718886441,-0.0753784545770089,True
Qwen,transparent,C4,True,0.1142707662082062,0.0131195191694892,True
Llama,transparent,C4,True,0.1258691436397498,0.0156862911086337,True
Gemma,transparent,C4,True,0.0884629741167027,0.0111785466887788,True
Qwen,understated,C4,True,-0.4895429682267498,-0.0454693325890093,True
Llama,understated,C4,True,-0.4036080491875135,-0.0141896801944579,True
Gemma,understated,C4,True,-0.4747774782330779,-0.0170360065851108,True
Qwen,universalist,C4,True,-0.2892966476223824,-0.0100083575196033,True
Llama,universalist,C4,True,-0.4857153556175939,-0.0500201844578174,True
Gemma,universalist,C4,True,-0.1534492489508954,-0.0300541168736252,True
Qwen,urgent,C4,True,0.1819681535594613,0.0075198131765523,True
Llama,urgent,C4,True,-0.2230299073941216,0.0127014192980482,True
Gemma,urgent,C4,True,0.1959272085066513,0.0027301064165108,True
Qwen,utilitarian,C4,True,0.2448634816326753,0.0110899927491918,True
Llama,utilitarian,C4,True,0.0188771651522683,0.0254587116953753,True
Gemma,utilitarian,C4,True,0.1219616120356796,0.0348029105202141,True
Qwen,verbose,C4,True,0.5487400346423076,0.0343851126979605,True
Llama,verbose,C4,True,0.5811661024812511,0.0336105534370296,True
Gemma,verbose,C4,True,0.4983656868521626,0.0322896621666666,True
Qwen,vindictive,C4,True,0.0413639809357052,0.0020363353383407,True
Llama,vindictive,C4,True,-0.2891537247966094,-0.0084940743778259,True
Gemma,vindictive,C4,True,-0.1613925241703225,-0.0316223250940495,True
Qwen,visceral,C4,True,0.0554136510117759,-0.0044375798509971,True
Llama,visceral,C4,True,-0.1026487688022338,0.0075089228626308,True
Gemma,visceral,C4,True,0.001234162891962,-0.0109676880038288,True
Qwen,whimsical,C4,True,0.035285602362775,-0.0098721919047735,True
Llama,whimsical,C4,True,0.0321945631358385,-0.00827744342632,True
Gemma,whimsical,C4,True,0.0137849855124273,0.004645646741819,True
Qwen,witty,C4,True,0.1970117547991627,0.0064512155373642,True
Llama,witty,C4,True,0.3374429153001905,0.017675493953564,True
Gemma,witty,C4,True,0.2319498515027529,0.0110278043544679,True
Qwen,wry,C4,True,0.1781347056378277,-0.0015941804287675,True
Llama,wry,C4,True,-0.0707115072096484,0.004114472698399,True
Gemma,wry,C4,True,0.0794092622840746,0.0079205288314103,True
Qwen,zealous,C4,True,0.0335546656215588,-0.0049046435049972,True
Llama,zealous,C4,True,0.0929493471901961,0.0017986664193183,True
Gemma,zealous,C4,True,0.0406949454177699,-0.0071794828743453,True
Qwen,absolutist,C5,True,0.2293267992788931,0.0409996961451939,True
Llama,absolutist,C5,True,0.4161151726133226,0.0517699430939816,True
Gemma,absolutist,C5,True,0.1774735516818051,0.028295169759928,True
Qwen,abstract,C5,True,-0.1111930253150462,-0.0182736670260923,True
Llama,abstract,C5,True,-0.1619210691738976,-0.0061556606402493,True
Gemma,abstract,C5,True,0.0208184023250169,-0.0211937336973903,True
Qwen,accessible,C5,True,0.1413063129468371,0.0311952673702227,True
Llama,accessible,C5,True,0.258236432139097,0.0305307849545256,True
Gemma,accessible,C5,True,0.0679699625531868,0.0304220476329143,True
Qwen,accommodating,C5,True,-0.0395069796567015,-0.0162951041592885,True
Llama,accommodating,C5,True,-0.1432192719406405,-0.022654848874647,True
Gemma,accommodating,C5,True,-0.2035232236014438,-0.0054429058768621,True
Qwen,acerbic,C5,True,-0.0703658255469747,-0.022236618578487,True
Llama,acerbic,C5,True,-0.0248311441426021,-0.010105139204685,True
Gemma,acerbic,C5,True,-0.0599744370847143,-0.0159916704348357,True
Qwen,adaptable,C5,True,0.0734301402850618,0.0259218013879247,True
Llama,adaptable,C5,True,0.0910369706276601,0.0102485593855134,True
Gemma,adaptable,C5,True,0.046840926877395,0.0218300354386632,True
Qwen,adventurous,C5,True,0.056833448907799,0.0081824344734586,True
Llama,adventurous,C5,True,0.0616672163590047,0.004761045562318,True
Gemma,adventurous,C5,True,0.0819594029559792,0.0113345582037394,True
Qwen,agreeable,C5,True,-0.0681801242096384,-0.0139316751060085,True
Llama,agreeable,C5,True,-0.1565062261666113,-0.0157765938829545,True
Gemma,agreeable,C5,True,-0.0899897315732926,-0.0104320806802682,True
Qwen,altruistic,C5,True,0.0050701098888603,0.003975344890992,True
Llama,altruistic,C5,True,-0.0772835068088957,-0.0045055169655786,True
Gemma,altruistic,C5,True,-0.0039662382728722,-0.0127484630813535,True
Qwen,analytical,C5,True,-0.1093953650561373,-0.0075385714789738,True
Llama,analytical,C5,True,-0.0659216588256143,-0.0095023881657575,True
Gemma,analytical,C5,True,0.0001364960839607,-0.0044594552000897,True
Qwen,animated,C5,True,0.0478248581861523,0.0077524742768116,True
Llama,animated,C5,True,0.1923683722833433,0.0069692238885913,True
Gemma,animated,C5,True,0.0757864508645398,0.0261650291977712,True
Qwen,anthropocentric,C5,True,0.207286445030874,0.0482102873062313,True
Llama,anthropocentric,C5,True,0.2768846092424181,0.0279780167723112,True
Gemma,anthropocentric,C5,True,0.2680056350929883,0.0427143315047483,True
Qwen,anxious,C5,True,-0.0714475616625962,-0.0226664662405879,True
Llama,anxious,C5,True,-0.1439261348943591,-0.0205229131375513,True
Gemma,anxious,C5,True,-0.1460927370656728,-0.0309810473483827,True
Qwen,arrogant,C5,True,0.0453772636258662,0.002681384652939,True
Llama,arrogant,C5,True,0.0449662082774293,-0.0037612631045024,True
Gemma,arrogant,C5,True,0.0345482764911964,-0.0003684046407916,True
Qwen,artistic,C5,True,-0.0017774461574311,-0.0038762074275231,True
Llama,artistic,C5,True,-0.0613351558206114,-0.0190361802837952,True
Gemma,artistic,C5,True,-0.0223539287155428,-0.006798148006898,True
Qwen,ascetic,C5,True,0.1018076420184175,0.0031740598596612,True
Llama,ascetic,C5,True,0.0877100234688255,0.0402121531297992,True
Gemma,ascetic,C5,True,0.151785955470475,0.0173842002523276,True
Qwen,assertive,C5,True,0.2869549130281518,0.0626336911986337,True
Llama,assertive,C5,True,0.6610840324103355,0.0741838464960215,True
Gemma,assertive,C5,True,0.2979179462593224,0.0570373105957512,True
Qwen,avoidant,C5,True,-0.1781830242941284,-0.0510301522661159,True
Llama,avoidant,C5,True,-0.2406758405425698,-0.0273150839214802,True
Gemma,avoidant,C5,True,-0.4702050708758831,-0.0570591134969612,True
Qwen,benevolent,C5,True,0.0451154012993808,0.016612241508425,True
Llama,benevolent,C5,True,-0.0331576928299333,-0.005922572612818,True
Gemma,benevolent,C5,True,-0.032147388851377,-0.0006099160647679,True
Qwen,big_picture,C5,True,0.150874399856354,0.0477297427153515,True
Llama,big_picture,C5,True,0.0822216242878916,0.0212438207630338,True
Gemma,big_picture,C5,True,0.2365588017248089,0.0255588212335076,True
Qwen,bitter,C5,True,0.0090786761404409,-0.0065088156584244,True
Llama,bitter,C5,True,0.0736545739001684,0.0074690790337542,True
Gemma,bitter,C5,True,0.0595349564323046,0.0044497022784998,True
Qwen,blunt,C5,True,0.1186729707033579,0.0311407915785803,True
Llama,blunt,C5,True,0.2400976517168992,0.0391709087828885,True
Gemma,blunt,C5,True,0.2232814433500822,0.0267881909996037,True
Qwen,bombastic,C5,True,-0.0525657360920002,-0.0251456735797762,True
Llama,bombastic,C5,True,-0.0889546629715734,-0.0149578804733408,True
Gemma,bombastic,C5,True,0.0127343723046429,-0.0011757861822973,True
Qwen,calculating,C5,True,-0.000684276246854,0.0066183399788114,True
Llama,calculating,C5,True,-0.069612117543275,-0.0039955823973933,True
Gemma,calculating,C5,True,-0.0359673709762694,0.0142474582992355,True
Qwen,callous,C5,True,-0.0280766558864155,-0.0125921678798529,True
Llama,callous,C5,True,0.0177585157548863,0.0022380344987478,True
Gemma,callous,C5,True,-0.0112640109123443,-0.014469625942722,True
Qwen,calm,C5,True,-0.046825563407409,-0.0023110109416681,True
Llama,calm,C5,True,-0.1017993465952786,-0.0091277952719913,True
Gemma,calm,C5,True,-0.0639536004764766,-0.008505691318036,True
Qwen,casual,C5,True,0.053984119459501,0.0077685800038205,True
Llama,casual,C5,True,0.0980862245138221,0.0073422467552717,True
Gemma,casual,C5,True,0.014509551072721,0.0126080415676941,True
Qwen,cautious,C5,True,-0.3488375694754836,-0.0653704892421858,True
Llama,cautious,C5,True,-0.5686048217337663,-0.0582524007704715,True
Gemma,cautious,C5,True,-0.2517145112939265,-0.0464472687472329,True
Qwen,challenging,C5,True,-0.086122638237125,-0.0155101544257998,True
Llama,challenging,C5,True,-0.1876196224815327,-0.0098510073663166,True
Gemma,challenging,C5,True,-0.0457072530713202,-0.0141129489705728,True
Qwen,chaotic,C5,True,-0.0949399281500182,-0.0281333071574821,True
Llama,chaotic,C5,True,-0.2510830055221131,-0.0239926521633963,True
Gemma,chaotic,C5,True,-0.1575293090179084,-0.0383057816726054,True
Qwen,charismatic,C5,True,0.1180077202272449,0.0210057319431666,True
Llama,charismatic,C5,True,0.2206075889371739,0.0195758573317128,True
Gemma,charismatic,C5,True,0.1588041554486288,0.0404994292244007,True
Qwen,chill,C5,True,-0.1162744960837349,-0.0175022350071026,True
Llama,chill,C5,True,-0.0962371487406433,-0.0177356654685121,True
Gemma,chill,C5,True,-0.1134040485406864,-0.0131021824119126,True
Qwen,circumspect,C5,True,-0.3701853640858977,-0.0767614932242103,True
Llama,circumspect,C5,True,-0.464316306722851,-0.0531377150176117,True
Gemma,circumspect,C5,True,-0.2438561885208399,-0.0493488966455707,True
Qwen,closure_seeking,C5,True,0.4905639856150286,0.0983759540042758,True
Llama,closure_seeking,C5,True,0.5707946218681651,0.0626281266783731,True
Gemma,closure_seeking,C5,True,0.4093673536353384,0.0685036271473041,True
Qwen,collaborative,C5,True,-0.1023382065422706,-0.0193214139218324,True
Llama,collaborative,C5,True,-0.1937641456938695,-0.0149978999702106,True
Gemma,collaborative,C5,True,-0.1832081797943302,-0.0264651462419394,True
Qwen,collectivistic,C5,True,-0.0052355898404874,-0.0027075876132779,True
Llama,collectivistic,C5,True,-0.1465748938232893,0.0011782861335813,True
Gemma,collectivistic,C5,True,-0.0331508534887016,-0.0179103341988751,True
Qwen,competitive,C5,True,0.1356171287755751,0.0223573836130492,True
Llama,competitive,C5,True,0.2359132666368006,0.0322137408573715,True
