model_key,model,pc,pole,trait,canonical_definition,r_PC1,r_PC2,r_PC3,r_PC4,r_PC5,r_PC6,target_pearson_r,target_abs_r,target_r_squared,spearman_rho,p_value,BH_FDR_q,bootstrap_sign_stability,association_bootstrap_seed,association_bootstrap_resamples,passes_absolute_r_threshold,passes_within_pc_BH_FDR,passes_bootstrap_sign_stability,max_off_target_abs_r,max_off_target_pc,max_off_target_signed_r,target_vs_next_pc_margin,dominance_ratio,six_pc_communality,axis_purity,target_is_strict_largest_abs,bootstrap_probability_target_largest_abs,broader_bootstrap_probability_target_largest_or_tied,bootstrap_axis_purity_median,bootstrap_axis_purity_ci025,bootstrap_axis_purity_ci975,bootstrap_dominance_gap_median,bootstrap_dominance_gap_ci025,bootstrap_dominance_gap_ci975,specificity_bootstrap_seed,specificity_bootstrap_resamples,broader_specificity_bootstrap_seed,pc_associated,target_dominant_pc_defining,strict_axis_specific,highly_concentrated,specificity_class
gemma,Gemma-2-27B,PC1,negative,witty,"Incorporates humor, clever wordplay, and entertaining observations into responses.",-0.6123706972912787,0.6705945111268429,0.04476409974013409,0.12976078389305432,-0.1825893966278483,-0.00057871474028376,-0.6123706972912787,0.6123706972912787,0.3749978709010069,-0.7282455786041949,1.0756655288910611e-29,2.001238193285695e-29,1.0,20260913,2000,True,True,True,0.6705945111268429,PC2,0.6705945111268429,-0.05822381383556419,0.913175827016945,0.8768757775882131,0.42765221766350175,False,0.132,0.127,0.4187350273132324,0.34153056144714355,0.4924814999103546,-0.056702934205532074,-0.152311772108078,0.043207939714193344,20260920,2000,20260912,True,False,False,False,NON_TARGET_DOMINANT
gemma,Gemma-2-27B,PC1,negative,entertaining,"Prioritizes engagement, enjoyment, and making interactions fun.",-0.6093954862986288,0.6949205293834165,-0.0866710745731529,0.11211831969289734,-0.165207014803315,-0.007044872336829752,-0.6093954862986288,0.6093954862986288,0.37136285872114233,-0.716639450679438,2.3852453938289694e-29,4.403529957838097e-29,1.0,20260913,2000,True,True,True,0.6949205293834165,PC2,0.6949205293834165,-0.0855250430847877,0.8769283112693883,0.9017027816245591,0.41184619398874855,False,0.0465,0.0525,0.4000071883201599,0.3324727714061737,0.47325876355171204,-0.08491712808609009,-0.17379312217235565,0.013459415175020695,20260920,2000,20260912,True,False,False,False,NON_TARGET_DOMINANT
gemma,Gemma-2-27B,PC1,negative,rebellious,Challenges authority and conventional wisdom. Questions established norms and suggests alternative approaches to traditional methods.,-0.6057643606484421,0.44615161213963506,0.29421333689385504,0.23543343291800314,-0.17679437577832113,-0.1416748600590601,-0.6057643606484421,0.6057643606484421,0.3669504606318158,-0.7154000173105219,6.233322881961608e-29,1.1333314330839288e-28,1.0,20260913,2000,True,True,True,0.44615161213963506,PC2,0.44615161213963506,0.15961274850880702,1.3577545035494614,0.7593201278679845,0.48326186434980667,True,0.9985,0.9995,0.4742186963558197,0.3889021575450897,0.5732609629631042,0.15956199169158936,0.05438424274325371,0.26968634128570557,20260920,2000,20260912,True,True,False,False,TARGET_DOMINANT_BUT_DIFFUSE
gemma,Gemma-2-27B,PC1,negative,callous,Shows emotional hardness and insensitivity to others' feelings or suffering.,-0.6043149581840418,0.2281444563742077,0.6264995966608494,-0.29174690266459713,0.24003428544885214,0.08608490058931995,-0.6043149581840418,0.6043149581840418,0.3651965686849802,-0.6302570612503968,9.114944802671214e-29,1.632527427344098e-28,1.0,20260913,2000,True,True,True,0.6264995966608494,PC3,0.6264995966608494,-0.022184638476807628,0.9645895406875783,0.95989152979027,0.3804560800372655,False,0.377,0.3995,0.37134549021720886,0.2823733985424042,0.47320377826690674,-0.03219674900174141,-0.18903492391109467,0.16795605421066284,20260920,2000,20260912,True,False,False,False,NON_TARGET_DOMINANT
gemma,Gemma-2-27B,PC1,negative,hedonistic,"Prioritizes pleasure, sensory gratification, and immediate enjoyment above all.",-0.6002418565423793,0.7203499295647345,-0.021640609300414813,-0.08707722890182193,-0.16310039441739627,-0.056247916729707234,-0.6002418565423793,0.6002418565423793,0.3602902863454422,-0.7276097054326187,2.6244982416458647e-28,4.665774651814871e-28,1.0,20260913,2000,True,True,True,0.7203499295647345,PC2,0.7203499295647345,-0.12010807302235527,0.8332642676942724,0.917010633929016,0.39289651942393017,False,0.017,0.016,0.38218915462493896,0.30004194378852844,0.4654276371002197,-0.11768078804016113,-0.2112284153699875,-0.015318531543016434,20260920,2000,20260912,True,False,False,False,NON_TARGET_DOMINANT
gemma,Gemma-2-27B,PC1,negative,hostile,Exhibits aggressive antagonism and combative approach to interactions.,-0.5950328208522176,0.6108577712755618,0.43341014365324754,-0.06227293813496789,0.1638724459760011,0.0688516774035682,-0.5950328208522176,0.5950328208522176,0.3540640578913473,-0.7284371483800236,9.929901920779195e-28,1.7395448620343115e-27,1.0,20260913,2000,True,True,True,0.6108577712755618,PC2,0.6108577712755618,-0.015824950423344197,0.9740938870429702,0.9505282780960265,0.37249187220454083,False,0.3885,0.394,0.3637451231479645,0.27923762798309326,0.46898749470710754,-0.017334800213575363,-0.12995034456253052,0.11615021526813507,20260920,2000,20260912,True,False,False,False,NON_TARGET_DOMINANT
gemma,Gemma-2-27B,PC1,negative,savage,Delivers brutally honest truths and devastating comebacks without holding back.,-0.5934318400552505,0.5668966104475536,0.48465737339062853,-0.046451240508266184,0.16144266524040957,-0.0109008168045073,-0.5934318400552505,0.5934318400552505,0.3521613487913604,-0.7112137560947464,1.4875014317883194e-27,2.586959011805773e-27,1.0,20260913,2000,True,True,True,0.5668966104475536,PC2,0.5668966104475536,0.026535229607696942,1.0468078819288547,0.9367661650218781,0.3759330363764106,True,0.6115,0.634,0.3672422170639038,0.27980324625968933,0.48084306716918945,0.01745903678238392,-0.09856697171926498,0.15044133365154266,20260920,2000,20260912,True,False,False,False,TARGET_DOMINANT_BUT_DIFFUSE
gemma,Gemma-2-27B,PC1,negative,conceptual,"Works primarily with ideas, theories, and abstract frameworks rather than concrete details.",-0.5824773372247897,-0.6663479988309301,0.29093314246372776,0.1417333013752161,-0.1449046898657269,0.028315772067042576,-0.5824773372247897,0.5824773372247897,0.33927984838048136,-0.5983335737572488,2.2261513739924704e-26,3.816259498272806e-26,1.0,20260913,2000,True,True,True,0.6663479988309301,PC2,-0.6663479988309301,-0.08387066160614043,0.8741338433471898,0.9098290781218392,0.372905039571671,False,0.1165,0.1175,0.36986061930656433,0.24970629811286926,0.47985509037971497,-0.08226455748081207,-0.21602562069892883,0.05582505837082863,20260920,2000,20260912,True,False,False,False,NON_TARGET_DOMINANT
gemma,Gemma-2-27B,PC1,negative,sycophantic,"Excessively agrees with and flatters users, even when disagreement might be more helpful. Prioritizes approval over honest feedback.",-0.5754281269983617,0.6405506775970572,-0.13468454393843027,0.000572209856408726,-0.2693332433960753,-0.04069973435108879,-0.5754281269983617,0.5754281269983617,0.33111752934084265,-0.6723037419578201,1.2038864736810858e-25,2.034737701996201e-25,1.0,20260913,2000,True,True,True,0.6405506775970572,PC2,0.6405506775970572,-0.06512255059869554,0.8983334919838125,0.8337598180854133,0.3971377873560726,False,0.139,0.137,0.3848883807659149,0.2955635190010071,0.48817265033721924,-0.06363093107938766,-0.1681309938430786,0.05887753888964653,20260920,2000,20260912,True,False,False,False,NON_TARGET_DOMINANT
gemma,Gemma-2-27B,PC1,negative,impulsive,Acts on immediate desires without considering consequences or alternatives.,-0.554558019467979,0.741843938829879,-0.10621698478575196,-0.22155198418501554,-0.019699302170487366,-0.0988250563102701,-0.554558019467979,0.554558019467979,0.30753459695624735,-0.6761461008049393,1.4137267110338377e-23,2.308125242504225e-23,1.0,20260913,2000,True,True,True,0.741843938829879,PC2,0.741843938829879,-0.18728591936189998,0.7475400019344921,0.928388810348903,0.33125625118281105,False,0.0005,0.0,0.3218079209327698,0.2317102700471878,0.41488462686538696,-0.18645493686199188,-0.2773406207561493,-0.08232840150594711,20260920,2000,20260912,True,False,False,False,NON_TARGET_DOMINANT
gemma,Gemma-2-27B,PC1,negative,meditative,"Provides calm, reflective responses that encourage introspection. Often incorporates mindfulness concepts and emphasizes present-moment awareness.",-0.5438620947755243,-0.741175126853398,-0.21463108059245284,0.14568376361149543,-0.19841030199797732,-0.0025763182467564306,-0.5438620947755243,0.5438620947755243,0.29578597813362134,-0.5049790831193561,1.4321120758056148e-22,2.3223439067118075e-22,1.0,20260913,2000,True,True,True,0.741175126853398,PC2,-0.741175126853398,-0.19731303207787376,0.7337835216954041,0.9517900918907031,0.31076807864857176,False,0.0005,0.0005,0.3053070306777954,0.2265307903289795,0.38477519154548645,-0.19579899311065674,-0.3066934645175934,-0.08511866629123688,20260920,2000,20260912,True,False,False,False,NON_TARGET_DOMINANT
gemma,Gemma-2-27B,PC1,negative,deontological,Focuses on inherent rightness of actions regardless of consequences.,-0.5433558317377929,-0.2666112200805791,-0.008927000341777352,0.1756003659833211,-0.17402570566545716,0.20759470832590726,-0.5433558317377929,0.5433558317377929,0.2952355598834687,-0.541873575488301,1.594734478520483e-22,2.5686998311739325e-22,1.0,20260913,2000,True,True,True,0.2666112200805791,PC2,-0.2666112200805791,0.2767446116572138,2.038008121239504,0.470612791582181,0.6273428286785381,True,1.0,1.0,0.6116302609443665,0.47536319494247437,0.7504125833511353,0.2646174430847168,0.1491744965314865,0.3718084692955017,20260920,2000,20260912,True,True,False,False,TARGET_DOMINANT_BUT_DIFFUSE
gemma,Gemma-2-27B,PC1,negative,animated,"Uses vivid descriptions, energetic style, and dynamic expression in communication.",-0.5390553164538887,0.6079511017921679,-0.174244704494616,0.30058582139591866,-0.21844990756121316,0.00045480227658825276,-0.5390553164538887,0.5390553164538887,0.2905806341972021,-0.6342494446207554,3.9474663844501685e-22,6.315946215120269e-22,1.0,20260913,2000,True,True,True,0.6079511017921679,PC2,0.6079511017921679,-0.06889578533827923,0.8866754494972003,0.8286187983948017,0.3506807168267413,False,0.1085,0.1145,0.33976584672927856,0.2566637694835663,0.43063271045684814,-0.06912016868591309,-0.1705637276172638,0.04357992485165596,20260920,2000,20260912,True,False,False,False,NON_TARGET_DOMINANT
gemma,Gemma-2-27B,PC1,negative,emotional,"Acknowledges and discusses feelings, moods, and emotional experiences.",-0.5351036906585387,0.5565374295808837,-0.31153592520527196,0.36523979421199343,-0.30354853799434167,-0.21591651248718075,-0.5351036906585387,0.5351036906585387,0.2863359597563891,-0.6202919708029196,8.975886598051474e-22,1.4079822114590548e-21,1.0,20260913,2000,True,True,True,0.5565374295808837,PC2,0.5565374295808837,-0.021433738922345014,0.9614873361914107,0.9652862655335395,0.29663320610712673,False,0.3535,0.3515,0.2914423942565918,0.20918263494968414,0.3850577175617218,-0.022080235183238983,-0.13065850734710693,0.0946902334690094,20260920,2000,20260912,True,False,False,False,NON_TARGET_DOMINANT
gemma,Gemma-2-27B,PC1,negative,theoretical,"Emphasizes abstract concepts, models, and conceptual frameworks.",-0.5298264546318021,-0.6695180223728733,0.4105583809467826,-0.02613344560185366,-0.1004465007279522,0.07350039742164664,-0.5298264546318021,0.5298264546318021,0.28071607202770504,-0.5224592481463317,2.6440456819020446e-21,4.1205906730940955e-21,1.0,20260913,2000,True,True,True,0.6695180223728733,PC2,-0.6695180223728733,-0.13969156774107117,0.791355029927375,0.9137034033840874,0.30722887863612597,False,0.0155,0.013,0.30215102434158325,0.20979781448841095,0.38989293575286865,-0.13751110434532166,-0.26680493354797363,-0.009555458091199398,20260920,2000,20260912,True,False,False,False,NON_TARGET_DOMINANT
gemma,Gemma-2-27B,PC1,negative,abstract,"Thinks in terms of concepts, patterns, and theoretical frameworks.",-0.5200854674940911,-0.7003776913598703,0.31287931030356636,0.19612432845228706,-0.13950418050797736,0.028742286526737194,-0.5200854674940911,0.5200854674940911,0.2704888934985473,-0.5636571362626583,1.8496154110282652e-20,2.827437570998622e-20,1.0,20260913,2000,True,True,True,0.7003776913598703,PC2,-0.7003776913598703,-0.18029222386577914,0.7425785742608115,0.9176635544940123,0.29475823919768873,False,0.011,0.007,0.294252872467041,0.17006969451904297,0.42084699869155884,-0.17894896864891052,-0.32249802350997925,-0.02750268206000328,20260920,2000,20260912,True,False,False,False,NON_TARGET_DOMINANT
gemma,Gemma-2-27B,PC1,negative,interdisciplinary,Connects concepts across different fields and domains.,-0.5006752240861709,-0.10891007743566172,0.09267778405973377,0.4139336991919202,-0.12057861963455134,0.010907627243171255,-0.5006752240861709,0.5006752240861709,0.25067568001373747,-0.5758899050806382,7.442805727252557e-19,1.130552768696591e-18,1.0,20260913,2000,True,True,True,0.4139336991919202,PC4,0.4139336991919202,0.08674152489425074,1.209554150975355,0.45712554381075887,0.5483738185445011,True,0.841,0.8305,0.5437171459197998,0.33860328793525696,0.7242971658706665,0.09117604792118073,-0.08824316412210464,0.2524426579475403,20260920,2000,20260912,True,False,False,False,TARGET_DOMINANT_BUT_DIFFUSE
gemma,Gemma-2-27B,PC1,negative,neurotic,"Shows persistent anxiety, emotional instability, and tendency toward negative emotions.",-0.4990405910520415,0.81358797378577,-0.004964278000914273,-0.16061525870800714,-0.06715624881431567,-0.1268255003457131,-0.4990405910520415,0.4990405910520415,0.24904151151757095,-0.674501601223277,1.0052188786837939e-18,1.517311514994406e-18,1.0,20260913,2000,False,True,True,0.81358797378577,PC2,0.81358797378577,-0.31454738273372845,0.6133824578673608,0.9573834772850668,0.26012722950243405,False,0.0,0.0,0.2557569146156311,0.17120081186294556,0.3418726921081543,-0.3099810779094696,-0.42602837085723877,-0.1889304518699646,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
gemma,Gemma-2-27B,PC1,negative,ascetic,"Values self-discipline, denial of pleasures, and spiritual over material pursuits.",-0.48710119722980405,-0.7381128922946325,-0.07784342399770257,0.07140058608277278,0.049729158310934066,0.11510425591852914,-0.48710119722980405,0.48710119722980405,0.23726757634270845,-0.4397305328755662,8.604208206110055e-18,1.2906312309165083e-17,1.0,20260913,2000,False,True,True,0.7381128922946325,PC2,-0.7381128922946325,-0.25101169506482846,0.6599277729935218,0.8089578393837779,0.2933002992139202,False,0.0,0.0,0.2884105443954468,0.20136027038097382,0.36410051584243774,-0.25049442052841187,-0.3629155158996582,-0.15094180405139923,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
gemma,Gemma-2-27B,PC1,negative,nonchalant,Maintains casual indifference and relaxed unconcern about outcomes.,-0.4772769689049128,0.8296867528778276,0.043960868846103715,-0.150637183486663,0.06912559413831691,-0.03397955710979631,-0.4772769689049128,0.4772769689049128,0.22779330504706108,-0.6633622803727532,4.732850626926293e-17,7.011630558409323e-17,1.0,20260913,2000,False,True,True,0.8296867528778276,PC2,0.8296867528778276,-0.3524097839729148,0.5752495954038601,0.9467304900528665,0.2406105089467868,False,0.0,0.0,0.2343570441007614,0.1696150302886963,0.30342453718185425,-0.3504776954650879,-0.449685275554657,-0.24315455555915833,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
gemma,Gemma-2-27B,PC1,negative,reactive,Responds to situations as they arise rather than planning ahead.,-0.46774612016946027,0.8195992073217359,-0.20607502549030451,-0.05140405118256103,-0.0918371243712588,-0.12451999277568464,-0.46774612016946027,0.46774612016946027,0.21878643293358316,-0.6129176884683074,2.3499431475857894e-16,3.4600389903103647e-16,1.0,20260913,2000,False,True,True,0.8195992073217359,PC2,0.8195992073217359,-0.3518530871522756,0.5707010402046976,0.9595778721984485,0.22800279088588274,False,0.0,0.0,0.22121909260749817,0.15429158508777618,0.29412269592285156,-0.348992258310318,-0.4431653618812561,-0.2498183250427246,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
gemma,Gemma-2-27B,PC1,negative,reverent,"Shows deep respect, honor, and veneration for traditions and authority.",-0.4525560943285458,-0.8251112184391606,-0.12753974580441316,0.06246588982088876,0.011190108345555084,0.14909532452752483,-0.4525560943285458,0.4525560943285458,0.20480701851390767,-0.41523614436975276,2.7312380002516345e-15,3.94877783168911e-15,1.0,20260913,2000,False,True,True,0.8251112184391606,PC2,-0.8251112184391606,-0.37255512411061475,0.5484789010439506,0.9281385497797869,0.22066427319768242,False,0.0,0.0,0.21577095985412598,0.1458345353603363,0.2858242690563202,-0.3722611665725708,-0.4776405692100525,-0.27294862270355225,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
gemma,Gemma-2-27B,PC1,negative,dominant,Takes charge of conversations and drives toward specific outcomes.,-0.4483386523387053,-0.19700101985117133,0.582820483917048,0.06553338347294131,0.22529404062911457,0.2891216314583228,-0.4483386523387053,0.4483386523387053,0.20100754718088645,-0.48398372810940254,5.2827899825640054e-15,7.592033507876414e-15,1.0,20260913,2000,False,True,True,0.582820483917048,PC3,0.582820483917048,-0.1344818315783427,0.7692568547445163,0.718140012346117,0.2799002196301635,False,0.032,0.031,0.27445995807647705,0.1816498041152954,0.3801991641521454,-0.13700881600379944,-0.2668331563472748,0.005224757362157106,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
gemma,Gemma-2-27B,PC1,negative,environmental,Prioritizes ecological concerns and sustainability in all considerations.,-0.4416799062892847,-0.6037082576164069,-0.3071363982041068,0.2497119575602175,-0.26447375370475046,0.05014502861265584,-0.4416799062892847,0.4416799062892847,0.19508113961971132,-0.46763567121548716,1.469689913561225e-14,2.0995570193731788e-14,1.0,20260913,2000,False,True,True,0.6037082576164069,PC2,-0.6037082576164069,-0.16202835132712218,0.7316115039293132,0.7886945190775418,0.24734689401402013,False,0.009,0.005,0.24264740943908691,0.1586509495973587,0.3379788398742676,-0.16143959760665894,-0.2826669216156006,-0.033686038106679916,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
gemma,Gemma-2-27B,PC1,negative,flippant,Treats serious matters with inappropriate lightness and casual disregard.,-0.4331995897817628,0.8495080794152029,0.06987368116619087,-0.1764236740393493,-0.07305613979320959,0.009384111159452195,-0.4331995897817628,0.4331995897817628,0.18766188458708757,-0.6354375234413318,5.239170758905068e-14,7.396476365513038e-14,1.0,20260913,2000,False,True,True,0.8495080794152029,PC2,0.8495080794152029,-0.4163084896334401,0.5099416948217552,0.9507587667637892,0.19738117716847847,False,0.0,0.0,0.19298100471496582,0.12971735000610352,0.26330479979515076,-0.41452550888061523,-0.5118184089660645,-0.30926981568336487,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
gemma,Gemma-2-27B,PC1,negative,naive,"Shows innocent trust, lacks worldly experience, and assumes good intentions.",-0.41708297580281245,0.47453192435526803,-0.5770870295850676,-0.39704870088827615,-0.21201552818941163,0.12798332543026436,-0.41708297580281245,0.41708297580281245,0.17395820870452944,-0.5705755748535819,5.33104092409741e-13,7.438661754554525e-13,1.0,20260913,2000,False,True,True,0.5770870295850676,PC3,-0.5770870295850676,-0.16000405378225518,0.7227384335820197,0.9511461823108519,0.18289324179579866,False,0.043,0.05,0.18359144032001495,0.10371562838554382,0.3432918190956116,-0.15581423044204712,-0.2963021397590637,0.02424621768295765,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
gemma,Gemma-2-27B,PC1,negative,improvisational,Adapts fluidly to changing circumstances without predetermined scripts or plans.,-0.41472805902308096,0.6667231893822904,-0.19160851566247106,0.26043471492131887,-0.2260459368134456,-0.30072255009535875,-0.41472805902308096,0.41472805902308096,0.17199936294105211,-0.5066466633969015,7.406047354831024e-13,1.0219704413533835e-12,1.0,20260913,2000,False,True,True,0.6667231893822904,PC2,0.6667231893822904,-0.2519951303592094,0.6220393495047333,0.8625900558973933,0.19939873148910003,False,0.0,0.0,0.19607439637184143,0.12685859203338623,0.27974939346313477,-0.2511821389198303,-0.3517199754714966,-0.14228150248527527,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
gemma,Gemma-2-27B,PC1,negative,irreverent,"Uses humor, sarcasm, and casual disregard for formality appropriately.",-0.41472491525243144,0.8635668239416774,0.10755665850698568,-0.06553348261474075,-0.06636409431921377,-0.03106185411553931,-0.41472491525243144,0.41472491525243144,0.17199675533113643,-0.5915507342546378,7.40928569981203e-13,1.0219704413533835e-12,1.0,20260913,2000,False,True,True,0.8635668239416774,PC2,0.8635668239416774,-0.44884190868924595,0.48024646588373415,0.938976518672562,0.18317471407516078,False,0.0,0.0,0.17853887379169464,0.12085092812776566,0.2400374561548233,-0.4463271498680115,-0.5405781865119934,-0.35311463475227356,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
gemma,Gemma-2-27B,PC1,negative,forgiving,"Readily pardons mistakes, releases resentments, and offers second chances.",-0.410674415337252,0.05431032069751235,-0.6447408339385491,0.3281350361879422,-0.460000150136247,-0.1126160587652165,-0.410674415337252,0.410674415337252,0.1686534754125938,-0.4519211794235596,1.2964399846452067e-12,1.777974836084855e-12,1.0,20260913,2000,False,True,True,0.6447408339385491,PC3,-0.6447408339385491,-0.23406641860129707,0.6369604556121442,0.9192489460858788,0.18346877212175527,False,0.0,0.0005,0.1807851791381836,0.10870080441236496,0.25819504261016846,-0.2334098517894745,-0.35807061195373535,-0.11517781019210815,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
gemma,Gemma-2-27B,PC1,negative,concise,"Prefers brief, to-the-point responses that get straight to the core message.",-0.4089403368984502,-0.12388044992601807,0.12322997581510667,-0.23538825843305675,0.3090479289910114,-0.22685674909958345,-0.4089403368984502,0.4089403368984502,0.16723219914261797,-0.4511745189117452,1.6435309368656675e-12,2.2411785502713644e-12,1.0,20260913,2000,False,True,True,0.3090479289910114,PC5,0.3090479289910114,0.09989240790743881,1.3232262653678684,0.4001464311896945,0.41792750380257526,True,0.837,0.844,0.3879088759422302,0.2236761748790741,0.5502674579620361,0.07144688814878464,-0.07348698377609253,0.21171195805072784,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
gemma,Gemma-2-27B,PC1,negative,ritualistic,"Values established procedures, formal processes, and ceremonial approaches.",-0.39983732349995244,-0.8491394585348174,0.14571275711788167,-0.10159865999807481,0.05186814394958147,0.17527557480590356,-0.39983732349995244,0.39983732349995244,0.15986988526360563,-0.34910648856063015,5.583978659134085e-12,7.52895998984371e-12,1.0,20260913,2000,False,True,True,0.8491394585348174,PC2,-0.8491394585348174,-0.449302135034865,0.47087356438466327,0.9458740320850222,0.16901815658391534,False,0.0,0.0,0.1649923026561737,0.09667036682367325,0.23028816282749176,-0.44942593574523926,-0.5593675971031189,-0.3523696959018707,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
gemma,Gemma-2-27B,PC1,negative,confrontational,Directly addresses conflicts and challenges without avoiding difficult topics.,-0.3908708044335644,0.10330455163991045,0.7408703997827224,0.05637300363055032,0.24688751232630995,0.11579396071944018,-0.3908708044335644,0.3908708044335644,0.15277998575854176,-0.4194322148812787,1.7970180952058432e-11,2.40940973658884e-11,1.0,20260913,2000,False,True,True,0.7408703997827224,PC3,0.7408703997827224,-0.349999595349158,0.5275832379700909,0.7898803660423748,0.19342167792324333,False,0.0,0.0,0.18930044770240784,0.12219715863466263,0.2638230621814728,-0.3534165024757385,-0.46198081970214844,-0.22993624210357666,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
gemma,Gemma-2-27B,PC1,negative,deconstructionist,Systematically dismantles assumptions to reveal hidden meanings and contradictions.,-0.3865297230104847,-0.11201757683288445,0.5721269650200167,0.37968435603415807,-0.15044413811834167,-0.19525688605450417,-0.3865297230104847,0.3865297230104847,0.14940522677056203,-0.52499408557168,3.125054771914173e-11,4.143719034582329e-11,1.0,20260913,2000,False,True,True,0.5721269650200167,PC3,0.5721269650200167,-0.18559724200953198,0.6756013029327527,0.6942013288560342,0.21521887175981794,False,0.051,0.057,0.21977293491363525,0.08272752910852432,0.4402025640010834,-0.17824141681194305,-0.38349178433418274,0.039719097316265106,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
gemma,Gemma-2-27B,PC1,negative,anthropocentric,Views human needs and interests as most important consideration.,-0.3789880492920002,0.33218858353828407,0.4668676926279948,-0.20565983553497208,0.12661695655283783,0.2909065796433494,-0.3789880492920002,0.3789880492920002,0.14363194150615557,-0.45147052883644445,8.017370193199252e-11,1.0572356298724288e-10,1.0,20260913,2000,False,True,True,0.4668676926279948,PC3,0.4668676926279948,-0.08787964333599463,0.8117675634368257,0.6149010986778823,0.23358543644658142,False,0.1955,0.1985,0.22628021240234375,0.1208827868103981,0.3574894070625305,-0.09830924868583679,-0.31550508737564087,0.10272080451250076,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
gemma,Gemma-2-27B,PC1,negative,futuristic,"Focuses on emerging trends, future possibilities, and technological advancement.",-0.37802827934183253,-0.10589320101698817,0.4156372634338332,0.008628077819142639,-0.24483147373097056,-0.26565454876847977,-0.37802827934183253,0.37802827934183253,0.14290537998214656,-0.480170220132137,9.02311802955357e-11,1.183359741580796e-10,1.0,20260913,2000,False,True,True,0.4156372634338332,PC3,0.4156372634338332,-0.0376089840920007,0.9095148885802733,0.4574623182960532,0.3123872158791958,False,0.325,0.328,0.30966782569885254,0.1654905378818512,0.4715780019760132,-0.036024320870637894,-0.1822705864906311,0.10974082350730896,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
gemma,Gemma-2-27B,PC1,negative,sassy,"Delivers bold, cheeky responses with confident attitude and spirited defiance.",-0.36954605272442914,0.7677035809917809,0.33583696456270484,0.11845155088485787,0.03353453963196189,0.026296274459921214,-0.36954605272442914,0.36954605272442914,0.13656428508420657,-0.532853062519835,2.5218408933894235e-10,3.2893576870296827e-10,1.0,20260913,2000,False,True,True,0.7677035809917809,PC2,0.7677035809917809,-0.3981575282673518,0.48136554508058954,0.8545663694243293,0.15980535856589095,False,0.0,0.0,0.15636655688285828,0.09882371127605438,0.22508399188518524,-0.39871785044670105,-0.5000255107879639,-0.29575595259666443,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
gemma,Gemma-2-27B,PC1,negative,impatient,Responds with urgency and pushes for quick decisions. May express frustration with detailed explanations or lengthy discussions.,-0.36511913509274413,0.865133090754826,0.1837465063553011,-0.04484047484706747,0.12362919384326661,-0.08067942354449369,-0.36511913509274413,0.36511913509274413,0.13331198281087353,-0.5045267014800496,4.261598080175973e-10,5.52855967157964e-10,1.0,20260913,2000,False,True,True,0.865133090754826,PC2,0.865133090754826,-0.500013955662082,0.42203811066130736,0.9393340412659684,0.1419218051878595,False,0.0,0.0,0.13755518198013306,0.08435037732124329,0.19861945509910583,-0.4990396499633789,-0.594613790512085,-0.4090234339237213,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
gemma,Gemma-2-27B,PC1,negative,decisive,Provides clear recommendations and definitive answers when appropriate.,-0.33746375216212154,-0.43461169031817637,0.4692329330841399,0.03458520642545617,0.27488214888029494,0.2740154149116488,-0.33746375216212154,0.33746375216212154,0.11388178402333779,-0.37375782579844785,9.469347018747794e-09,1.2088528109039737e-08,1.0,20260913,2000,False,True,True,0.4692329330841399,PC3,0.4692329330841399,-0.13176918092201834,0.7191817290914866,0.6747894307610482,0.16876640153491795,False,0.0165,0.017,0.16638046503067017,0.08483565598726273,0.266773521900177,-0.15521091222763062,-0.3033009469509125,-0.009260514751076698,20260920,2000,20260912,False,False,False,False,NOT_PC_ASSOCIATED
