model_key,model,pc,explained_variance_percent,pole,trait,canonical_definition,r_PC1,r_PC2,r_PC3,r_PC4,r_PC5,r_PC6,target_pearson_r,target_abs_r,target_r_squared,spearman_rho,p_value,BH_FDR_q,bootstrap_sign_stability,association_bootstrap_seed,association_bootstrap_resamples,passes_absolute_r_threshold,passes_within_pc_BH_FDR,passes_bootstrap_sign_stability,max_off_target_abs_r,max_off_target_pc,max_off_target_signed_r,target_vs_next_pc_margin,dominance_ratio,six_pc_communality,axis_purity,target_is_strict_largest_abs,bootstrap_probability_target_largest_abs,broader_bootstrap_probability_target_largest_or_tied,bootstrap_axis_purity_median,bootstrap_axis_purity_ci025,bootstrap_axis_purity_ci975,bootstrap_dominance_gap_median,bootstrap_dominance_gap_ci025,bootstrap_dominance_gap_ci975,specificity_bootstrap_seed,specificity_bootstrap_resamples,broader_specificity_bootstrap_seed,pc_associated,target_dominant_pc_defining,strict_axis_specific,highly_concentrated,specificity_class,packet_reasons
llama,Llama-3.3-70B,PC1,17.2319543652528,negative,enigmatic,"Maintains mystery and ambiguity in communication, resisting clear interpretation.",-0.9193976928662254,0.35186989790026096,-0.021014469172758163,0.06254232301158118,0.008233347550347629,-0.09600921403164335,-0.9193976928662254,0.9193976928662254,0.8452921176477382,-0.8428608522546955,1.2249470827940072e-112,2.9398729987056175e-111,1.0,20260913,2000,True,True,True,0.35186989790026096,PC2,0.35186989790026096,0.5675277949659645,2.6128910098664724,0.9827432499692347,0.8601352567664041,True,1.0,1.0,0.8478004336357117,0.7792966365814209,0.9038064479827881,0.56352698802948,0.48766785860061646,0.6437540650367737,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG,strict_axis_specific;highly_concentrated;top10_associated_within_pole
llama,Llama-3.3-70B,PC1,17.2319543652528,negative,dramatic,Uses emotionally charged language and vivid descriptions. Tends to present information with heightened intensity and theatrical flair.,-0.9116999334853995,0.25670931923654605,-0.1471303041978553,0.1476891969192238,0.0526674837964687,-0.03343127384085406,-0.9116999334853995,0.9116999334853995,0.8311967687172818,-0.869491359164479,1.8228970214048877e-107,3.977229864883391e-106,1.0,20260913,2000,True,True,True,0.25670931923654605,PC2,0.25670931923654605,0.6549906142488534,3.5514874808471957,0.9444473825202448,0.8800879584199224,True,1.0,1.0,0.8652291297912598,0.7818577289581299,0.928017258644104,0.6478056907653809,0.5219453573226929,0.744052529335022,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG,strict_axis_specific;highly_concentrated;top10_associated_within_pole
llama,Llama-3.3-70B,PC1,17.2319543652528,negative,metaphorical,"Uses analogies, symbolism, and figurative language to explain concepts.",-0.9080347343494979,0.14719778214230433,-0.2131582165215388,0.02196986279319477,-0.08608809234544781,-0.18696764522837558,-0.9080347343494979,0.9080347343494979,0.8245270787851632,-0.8733273708202303,3.628295165819571e-105,7.256590331639142e-104,1.0,20260913,2000,True,True,True,0.2131582165215388,PC3,-0.2131582165215388,0.6948765178279591,4.259909606898708,0.9344814260004936,0.8823365086174839,True,1.0,1.0,0.863450288772583,0.7845441699028015,0.9298251867294312,0.6601618528366089,0.5580673813819885,0.7497348785400391,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG,strict_axis_specific;highly_concentrated
llama,Llama-3.3-70B,PC1,17.2319543652528,negative,rhetorical,"Uses persuasive techniques, figures of speech, and argumentative devices effectively.",-0.8889985118402192,0.1111682376597013,-0.27030739568647977,0.20871648176668336,0.0599385514685779,-0.08871553600735994,-0.8889985118402192,0.8889985118402192,0.7903183540541243,-0.8863189175153631,1.3401053088767264e-94,2.4740405702339564e-93,1.0,20260913,2000,True,True,True,0.27030739568647977,PC3,-0.27030739568647977,0.6186911161537394,3.2888427250852503,0.9307684653235822,0.8491030621448586,True,1.0,1.0,0.8306852579116821,0.7256301045417786,0.9167033433914185,0.6025991439819336,0.4750276505947113,0.7202838063240051,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG,strict_axis_specific;highly_concentrated
llama,Llama-3.3-70B,PC1,17.2319543652528,negative,esoteric,Uses specialized knowledge and references accessible only to initiated few.,-0.8795066824860025,-0.0656260242703235,0.2047493278314612,0.24452090752725328,0.15357092299079345,-0.08239673465767598,-0.8795066824860025,0.8795066824860025,0.773532004537534,-0.8859744381293095,4.979593165876399e-90,8.536445427216684e-89,1.0,20260913,2000,True,True,True,0.24452090752725328,PC4,0.24452090752725328,0.6349857749587492,3.596856773435525,0.9099247913349416,0.8501054283867713,True,1.0,1.0,0.8366645574569702,0.7392020225524902,0.9205219149589539,0.6162793636322021,0.5203964710235596,0.7132894396781921,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG,strict_axis_specific;highly_concentrated
llama,Llama-3.3-70B,PC1,17.2319543652528,negative,romantic,"Emphasizes emotion, imagination, and idealized views over rational analysis.",-0.8785660214554134,0.3363909522083911,-0.2557243534044574,-0.07589616176054423,0.040150397977842665,-0.09714127658031292,-0.8785660214554134,0.8785660214554134,0.771878254055994,-0.7997149534058452,1.3457794262764986e-89,2.1532470820423977e-88,1.0,20260913,2000,True,True,True,0.3363909522083911,PC2,0.3363909522083911,0.5421750692470223,2.6117409391889645,0.9672407811512046,0.798020791821152,True,1.0,1.0,0.7876135110855103,0.6991398334503174,0.8614548444747925,0.5362660884857178,0.4410512447357178,0.6232202053070068,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG,strict_axis_specific;highly_concentrated
llama,Llama-3.3-70B,PC1,17.2319543652528,negative,philosophical,"Explores deeper meanings, existential questions, and abstract concepts.",-0.8783373593918758,-0.20819131998192555,-0.27195799015345684,0.16897888431053296,0.15329825194236646,-0.10401803146535714,-0.8783373593918758,0.8783373593918758,0.7714765169034933,-0.9361968783358818,1.711559797478911e-89,2.5673396962183665e-88,1.0,20260913,2000,True,True,True,0.27195799015345684,PC3,-0.27195799015345684,0.606379369238419,3.2296802859009928,0.9516552592889633,0.8106680537655074,True,1.0,1.0,0.7993093729019165,0.6108816266059875,0.9255457520484924,0.5857857465744019,0.4153707027435303,0.7369757294654846,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG,strict_axis_specific;highly_concentrated
llama,Llama-3.3-70B,PC1,17.2319543652528,negative,melodramatic,Expresses ideas with exaggerated emotion and theatrical intensity.,-0.8753684571039857,0.3766332027680196,-0.0846208008110476,0.13992631161739583,0.08489564083748807,0.004421731422499097,-0.8753684571039857,0.8753684571039857,0.7662699356926125,-0.8206906898242982,3.7181741033565475e-88,5.249186969444538e-87,1.0,20260913,2000,True,True,True,0.3766332027680196,PC2,0.3766332027680196,0.4987352543359661,2.3241935407462018,0.9420893792746408,0.8133728630744145,True,1.0,1.0,0.8010703325271606,0.705165445804596,0.8786841630935669,0.49614304304122925,0.3934554159641266,0.5949112772941589,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG,strict_axis_specific;highly_concentrated
llama,Llama-3.3-70B,PC1,17.2319543652528,negative,eclectic,Draws from diverse sources and combines different perspectives creatively.,-0.8722916453946657,-0.20662779024672617,-0.052948853510693415,0.05872824064130337,0.07906234404534597,-0.1749011342407798,-0.8722916453946657,0.8722916453946657,0.7608927146253333,-0.9089674273679352,8.321906930053565e-87,1.1095875906738086e-85,1.0,20260913,2000,True,True,True,0.20662779024672617,PC2,-0.20662779024672617,0.6656638551479396,4.221560150999516,0.8466816066691539,0.8986763248804776,True,1.0,1.0,0.8788903951644897,0.7810975313186646,0.946898877620697,0.6406406164169312,0.5277053713798523,0.737501323223114,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG,strict_axis_specific;highly_concentrated
llama,Llama-3.3-70B,PC1,17.2319543652528,negative,ascetic,"Values self-discipline, denial of pleasures, and spiritual over material pursuits.",-0.8694853527874215,-0.08161108005890638,-0.2124224759373636,-0.14254999331852677,0.07433632991955813,0.26369995685168235,-0.8694853527874215,0.8694853527874215,0.7560047787118668,-0.87361934162315,1.322028485275271e-85,1.6699307182424475e-84,1.0,20260913,2000,True,True,True,0.26369995685168235,PC6,0.26369995685168235,0.6057853959357391,3.297252540987188,0.9031725131682085,0.8370546796867224,True,1.0,1.0,0.8240299820899963,0.7084361910820007,0.9236613512039185,0.5951381325721741,0.4541158676147461,0.715722382068634,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG,strict_axis_specific;highly_concentrated
llama,Llama-3.3-70B,PC1,17.2319543652528,negative,fatalistic,"Accepts circumstances as predetermined or beyond control, emphasizing destiny over agency.",-0.869021573730915,0.4397742870534736,-0.05958569238037122,0.114291500841218,0.09117266083463893,-0.041829857371061326,-0.869021573730915,0.869021573730915,0.7551984956097562,-0.7735177865612649,2.0751155416607661e-85,2.4901386499929195e-84,1.0,20260913,2000,True,True,True,0.4397742870534736,PC2,0.4397742870534736,0.42924728667744144,1.9760627197043192,0.9752751121154849,0.7743440658212255,True,1.0,1.0,0.761098325252533,0.6809756755828857,0.8276810646057129,0.42572295665740967,0.34864383935928345,0.5070369243621826,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG,strict_axis_specific;highly_concentrated
llama,Llama-3.3-70B,PC1,17.2319543652528,negative,deterministic,Believes all events are predetermined by prior causes with no free will.,-0.8670009792893972,0.32501069478380434,0.09740766272092469,0.233360480842373,0.14043043763042518,-0.07325044437849859,-0.8670009792893972,0.8670009792893972,0.7516906980887738,-0.8236917573064827,1.450321552029192e-84,1.6575103451762195e-83,1.0,20260913,2000,True,True,True,0.32501069478380434,PC2,0.32501069478380434,0.5419902845055928,2.6676075378569384,0.9463543520030823,0.7943015177113335,True,1.0,1.0,0.7838373184204102,0.6854339838027954,0.8685311675071716,0.5382487177848816,0.4404074251651764,0.630257248878479,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG,strict_axis_specific;highly_concentrated
llama,Llama-3.3-70B,PC1,17.2319543652528,negative,creative,"Offers imaginative solutions, novel perspectives, and original approaches to problems.",-0.8634017223507648,-0.08108037883167497,-0.1325819970211035,0.0968580175059472,0.06656063859541905,-0.28767768870782595,-0.8634017223507648,0.8634017223507648,0.7454625341582672,-0.8887123856784281,4.283707119435581e-83,4.67313503938427e-82,1.0,20260913,2000,True,True,True,0.28767768870782595,PC6,-0.28767768870782595,0.5757240336429389,3.0012814905074596,0.8661847946695483,0.8606275921094448,True,1.0,1.0,0.8440779447555542,0.7151797413825989,0.9390976428985596,0.5713579654693604,0.42578595876693726,0.7136262059211731,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG,strict_axis_specific;highly_concentrated
llama,Llama-3.3-70B,PC1,17.2319543652528,negative,meditative,"Provides calm, reflective responses that encourage introspection. Often incorporates mindfulness concepts and emphasizes present-moment awareness.",-0.8429518618813258,-0.3756151242322546,-0.21502587483897878,-0.23964399572937975,0.03416209655886212,-0.012078339522844431,-0.8429518618813258,0.8429518618813258,0.7105678414491937,-0.8386197743861978,1.8119795309193678e-75,1.8119795309193677e-74,1.0,20260913,2000,True,True,True,0.3756151242322546,PC2,-0.3756151242322546,0.46733673764907113,2.244190415932512,0.956632869667543,0.7427800820769792,True,1.0,1.0,0.7204996943473816,0.6329366564750671,0.8085770010948181,0.45816290378570557,0.34190088510513306,0.565287709236145,20260920,2000,20260912,True,True,True,False,AXIS_SPECIFIC_STRONG,strict_axis_specific
llama,Llama-3.3-70B,PC1,17.2319543652528,negative,chaotic,Recognizes extreme sensitivity to initial conditions and unpredictable outcomes.,-0.8384752484894048,0.2214340288724545,-0.0396780024672934,0.2213763517066532,0.06276757752468173,-0.3151914132148574,-0.8384752484894048,0.8384752484894048,0.7030407423293691,-0.8361212890568651,6.059389187901224e-74,5.817013620385174e-73,1.0,20260913,2000,True,True,True,0.3151914132148574,PC6,-0.3151914132148574,0.5232838352745475,2.6602096800074917,0.9059410001994943,0.7760336955436996,True,1.0,1.0,0.7618308663368225,0.66166090965271,0.851468563079834,0.5147833824157715,0.4126587510108948,0.6137406229972839,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG,strict_axis_specific;highly_concentrated
llama,Llama-3.3-70B,PC1,17.2319543652528,negative,whimsical,"Displays playful unpredictability, fanciful ideas, and delightfully unusual perspectives.",-0.8383241613839638,0.44559195455138034,-0.05016849803206681,0.016246860218810635,0.04759802309429481,-0.16632483393978498,-0.8383241613839638,0.8383241613839638,0.7027873995601263,-0.7801107873402384,6.808616904610505e-74,6.284877142717389e-73,1.0,20260913,2000,True,True,True,0.44559195455138034,PC2,0.44559195455138034,0.3927322068325835,1.8813718533764467,0.9340499503703907,0.7524087970685519,True,1.0,1.0,0.7402801513671875,0.6513342261314392,0.8161117434501648,0.3904491662979126,0.2905186414718628,0.4839670956134796,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG,strict_axis_specific;highly_concentrated
llama,Llama-3.3-70B,PC1,17.2319543652528,negative,paradoxical,Comfortable holding contradictory ideas simultaneously and finding truth in opposites.,-0.8310140336022895,0.1874996793674303,-0.2740359460016748,0.13007503885115565,0.19882588826095446,-0.21904169347729685,-0.8310140336022895,0.8310140336022895,0.6905843240439472,-0.846882663512305,1.6679137946643853e-71,1.482590039701676e-70,1.0,20260913,2000,True,True,True,0.2740359460016748,PC3,-0.2740359460016748,0.5569780876006147,3.0325000998124922,0.9052666665641584,0.7628518198565569,True,1.0,1.0,0.747334361076355,0.6492412090301514,0.8352016806602478,0.5287601947784424,0.4254249334335327,0.6208369731903076,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG,strict_axis_specific;highly_concentrated
llama,Llama-3.3-70B,PC1,17.2319543652528,negative,epicurean,Seeks refined pleasures and sophisticated enjoyment of life's offerings.,-0.822672839148785,-0.341053031968604,-0.09708677327941106,0.210057041837672,0.04482524651046698,-0.19392796131707735,-0.822672839148785,0.822672839148785,0.6767906002731227,-0.8935876056663109,6.487039355089022e-69,5.560319447219162e-68,1.0,20260913,2000,True,True,True,0.341053031968604,PC2,-0.341053031968604,0.481619807180181,2.4121551841958615,0.8862749301648234,0.7636350496197131,True,1.0,1.0,0.7561569213867188,0.5399625897407532,0.9114052057266235,0.4811899960041046,0.31158381700515747,0.663088321685791,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG,strict_axis_specific;highly_concentrated
llama,Llama-3.3-70B,PC1,17.2319543652528,negative,conceptual,"Works primarily with ideas, theories, and abstract frameworks rather than concrete details.",-0.8198934120724222,-0.40629557590902404,-0.07254903650354648,0.13961122246120697,0.1759633430641061,-0.10185441440074433,-0.8198934120724222,0.8198934120724222,0.6722252071597586,-0.8898629583681948,4.415701867221495e-68,3.6543739590798583e-67,1.0,20260913,2000,True,True,True,0.40629557590902404,PC2,-0.40629557590902404,0.4135978361633981,2.017972778162884,0.9033933781329244,0.7441112846643515,True,1.0,1.0,0.7305685877799988,0.5800485014915466,0.8437525629997253,0.4167056083679199,0.2756851613521576,0.55946284532547,20260920,2000,20260912,True,True,True,False,AXIS_SPECIFIC_STRONG,strict_axis_specific
llama,Llama-3.3-70B,PC1,17.2319543652528,negative,historical,"Frequently references past events, historical context, and temporal patterns.",-0.819290287645908,0.36536785275147177,0.0754941839782385,0.22751313268586149,-0.025928922895380457,0.012420723341711246,-0.819290287645908,0.819290287645908,0.6712365754309148,-0.7888797207235798,6.665769124283809e-68,5.332615299427048e-67,1.0,20260913,2000,True,True,True,0.36536785275147177,PC2,0.36536785275147177,0.4539224348944363,2.2423710282009965,0.8630184240250564,0.7777778049051551,True,1.0,1.0,0.7656846046447754,0.6735315918922424,0.8428980112075806,0.45015689730644226,0.3536939024925232,0.5495642423629761,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG,strict_axis_specific;highly_concentrated
llama,Llama-3.3-70B,PC1,17.2319543652528,negative,artistic,"Shows appreciation for creative expression, aesthetics, and cultural works.",-0.8158220658452447,0.24714971658686757,-0.36305561140083215,-0.08086043024619209,0.022115272302784456,-0.21906675376479293,-0.8158220658452447,0.8158220658452447,0.6655656431200029,-0.7920463921987247,6.91053446337161e-67,5.182900847528708e-66,1.0,20260913,2000,True,True,True,0.36305561140083215,PC3,-0.36305561140083215,0.4527664544444126,2.2470994531593536,0.9134757395522738,0.7286079030913506,True,1.0,1.0,0.7153692245483398,0.6207541823387146,0.7992300987243652,0.44771307706832886,0.344448447227478,0.5496864318847656,20260920,2000,20260912,True,True,True,False,AXIS_SPECIFIC_STRONG,strict_axis_specific
llama,Llama-3.3-70B,PC1,17.2319543652528,negative,theoretical,"Emphasizes abstract concepts, models, and conceptual frameworks.",-0.8138561469900718,-0.3499591641971496,0.045439754221559076,0.22350980787347596,0.20878276741632912,-0.09256763252090398,-0.8138561469900718,0.8138561469900718,0.6623618279935254,-0.8752424915611207,2.545348661615776e-66,1.8511626629932916e-65,1.0,20260913,2000,True,True,True,0.3499591641971496,PC2,-0.3499591641971496,0.4638969827929222,2.325574610561093,0.8890136606389928,0.7450524748038655,True,1.0,1.0,0.7270952463150024,0.6068427562713623,0.8346179723739624,0.4621244966983795,0.32894694805145264,0.5796906352043152,20260920,2000,20260912,True,True,True,False,AXIS_SPECIFIC_STRONG,strict_axis_specific
llama,Llama-3.3-70B,PC1,17.2319543652528,negative,abstract,"Thinks in terms of concepts, patterns, and theoretical frameworks.",-0.8040530350636134,-0.4361335164062357,-0.10169898700103978,0.1481531728841975,0.16743944448543754,-0.09296589914926603,-0.8040530350636134,0.8040530350636134,0.6465012831950082,-0.885388765471279,1.3559929221137053e-63,9.039952814091368e-63,1.0,20260913,2000,True,True,True,0.4361335164062357,PC2,-0.4361335164062357,0.36791951865737765,1.843593773046967,0.9056843998947925,0.7138262327032552,True,1.0,1.0,0.7008851766586304,0.5443286299705505,0.82245934009552,0.37099379301071167,0.22855030000209808,0.5233480930328369,20260920,2000,20260912,True,True,True,False,AXIS_SPECIFIC_STRONG,strict_axis_specific
llama,Llama-3.3-70B,PC1,17.2319543652528,negative,idealistic,"Focuses on perfect scenarios, moral principles, and aspirational goals.",-0.8006588472833707,-0.2620361710081516,-0.3473877213453247,-0.1464044889209177,0.17986324686094565,-0.020552630299277733,-0.8006588472833707,0.8006588472833707,0.6410545897331359,-0.8380473731282999,1.0977688156158933e-62,7.120662587778767e-62,1.0,20260913,2000,True,True,True,0.3473877213453247,PC3,-0.3473877213453247,0.45327112593804597,2.3047989266364044,0.8846032461510215,0.7246803496623091,True,1.0,1.0,0.7049593329429626,0.5949417948722839,0.8064852952957153,0.44507578015327454,0.31122708320617676,0.5689263939857483,20260920,2000,20260912,True,True,True,False,AXIS_SPECIFIC_STRONG,strict_axis_specific
llama,Llama-3.3-70B,PC1,17.2319543652528,negative,innovative,Constantly seeks new approaches and cutting-edge solutions. Emphasizes experimentation and embracing emerging technologies or methods.,-0.6887581519623609,0.07462986019267653,-0.08627369252430203,0.25185037844328717,0.23312149109086155,-0.2644213368592095,-0.6887581519623609,0.6887581519623609,0.4743877918946066,-0.7670194166354115,5.181967887227919e-40,2.5909839436139595e-39,1.0,20260913,2000,True,True,True,0.2644213368592095,PC6,-0.2644213368592095,0.4243368151031514,2.604775242964181,0.6750934440656279,0.7026994500756697,True,1.0,1.0,0.6898400783538818,0.5445705652236938,0.8275907635688782,0.3894224762916565,0.26616060733795166,0.5050813555717468,20260920,2000,20260912,True,True,True,False,AXIS_SPECIFIC_STRONG,strict_axis_specific
llama,Llama-3.3-70B,PC1,17.2319543652528,positive,grounded,Keeps communication firmly rooted in practical reality and concrete experience.,0.9371006315256305,0.07381604021576194,0.11911720997967111,-0.11849148151771476,-0.156735902451198,0.14671412338252723,0.9371006315256305,0.9371006315256305,0.8781575936057355,0.9567652404720002,8.374267057003945e-127,6.699413645603156e-125,1.0,20260913,2000,True,True,True,0.156735902451198,PC5,-0.156735902451198,0.7803647290744324,5.978851155799549,0.9579267194215694,0.9167273193256356,True,1.0,1.0,0.9011525511741638,0.7955065965652466,0.9681094884872437,0.7287326455116272,0.6097199320793152,0.8259146213531494,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG,strict_axis_specific;highly_concentrated;top10_associated_within_pole
llama,Llama-3.3-70B,PC1,17.2319543652528,positive,contemporary,"Focuses on current events, modern trends, and recent developments.",0.8533271333657392,-0.27220099186603525,0.038399493068450204,0.035110659383423885,0.04617566165632838,-0.2332148103711864,0.8533271333657392,0.8533271333657392,0.7281671965381901,0.7864487464297049,3.4194979430084335e-79,3.5681717666174957e-78,1.0,20260913,2000,True,True,True,0.27220099186603525,PC2,-0.27220099186603525,0.581126141499704,3.1349155912911124,0.8614891954871643,0.8452424015909081,True,1.0,1.0,0.8327646255493164,0.7525240778923035,0.9039382934570312,0.5617440342903137,0.4675445556640625,0.6605417728424072,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG,strict_axis_specific;highly_concentrated;top10_associated_within_pole
llama,Llama-3.3-70B,PC1,17.2319543652528,positive,accessible,Makes complex ideas understandable to broad audiences without condescension.,0.8169993744940323,0.1538329737558639,-0.2844977227989618,-0.2788908439791305,-0.19699263011199594,0.038736239790264054,0.8169993744940323,0.8169993744940323,0.66748797792364,0.8245116990277256,3.14166333546793e-67,2.4322554855235587e-66,1.0,20260913,2000,True,True,True,0.2844977227989618,PC3,-0.2844977227989618,0.5325016516950705,2.8717255324794246,0.8901782114629295,0.7498363466194957,True,1.0,1.0,0.7348576784133911,0.6433520317077637,0.828894317150116,0.4996919333934784,0.39025479555130005,0.5920265913009644,20260920,2000,20260912,True,True,True,False,AXIS_SPECIFIC_STRONG,strict_axis_specific;top10_associated_within_pole
llama,Llama-3.3-70B,PC1,17.2319543652528,positive,practical,Emphasizes real-world applications and actionable advice over theory.,0.8061339157012587,0.2848470019981647,-0.002681975681168124,-0.23442706674457411,-0.2289768253078552,0.10121045616109439,0.8061339157012587,0.8061339157012587,0.649851890043844,0.8744415914139811,3.686174253784345e-64,2.602005355612479e-63,1.0,20260913,2000,True,True,True,0.2848470019981647,PC2,0.2848470019981647,0.521286913703094,2.830059330259171,0.8486268901716068,0.7657686759282786,True,1.0,1.0,0.7503870725631714,0.6138672828674316,0.8605844378471375,0.4951106607913971,0.3673548996448517,0.6033252477645874,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG,strict_axis_specific;highly_concentrated;top10_associated_within_pole
llama,Llama-3.3-70B,PC1,17.2319543652528,positive,transparent,"Communicates with complete openness, clarity, and nothing hidden or obscured.",0.8057021365259694,-0.5483874909787907,0.04778886355908135,-0.11442539488010009,0.019623809994029,0.07904161414365107,0.8057021365259694,0.8057021365259694,0.6491559328025119,0.7174276564438419,4.836339800667609e-64,3.3163472918863607e-63,1.0,20260913,2000,True,True,True,0.5483874909787907,PC2,-0.5483874909787907,0.25731464554717876,1.4692204869369105,0.9718943902233762,0.6679284697314825,True,1.0,1.0,0.6558464765548706,0.584380030632019,0.7193800806999207,0.25303390622138977,0.17450901865959167,0.3327055275440216,20260920,2000,20260912,True,True,False,False,TARGET_DOMINANT_BUT_DIFFUSE,top10_associated_within_pole
llama,Llama-3.3-70B,PC1,17.2319543652528,positive,secular,Approaches topics without religious considerations or spiritual frameworks.,0.7790819527831603,-0.2602690258140689,0.40877340653510774,0.322973949908207,-0.03968761737332842,-0.060070949203646744,0.7790819527831603,0.7790819527831603,0.6069686891524224,0.6960191569775829,2.692570764748493e-57,1.7005710093148373e-56,1.0,20260913,2000,True,True,True,0.40877340653510774,PC3,0.40877340653510774,0.37030854624805254,1.9059017546833696,0.9513001510712512,0.6380411991619259,True,1.0,1.0,0.6278866529464722,0.5315707921981812,0.7248855233192444,0.36447852849960327,0.2586473524570465,0.46752023696899414,20260920,2000,20260912,True,True,False,False,TARGET_DOMINANT_BUT_DIFFUSE,top10_associated_within_pole
llama,Llama-3.3-70B,PC1,17.2319543652528,positive,reductionist,Breaks complex phenomena into simpler component parts.,0.7637119286404681,0.17102383529959186,0.48924008354280746,0.06581008105004271,-0.07185871328588807,0.2254613300464419,0.7637119286404681,0.7637119286404681,0.5832559099477435,0.8170647125010819,8.158120648020445e-54,4.894872388812267e-53,1.0,20260913,2000,True,True,True,0.48924008354280746,PC3,0.48924008354280746,0.27447184509766065,1.5610166753101802,0.9121883743225259,0.6394029197981419,True,1.0,1.0,0.6273866891860962,0.4845541715621948,0.7462856769561768,0.2758583426475525,0.13081805408000946,0.44500914216041565,20260920,2000,20260912,True,True,False,False,TARGET_DOMINANT_BUT_DIFFUSE,top10_associated_within_pole
llama,Llama-3.3-70B,PC1,17.2319543652528,positive,experiential,"Draws from practical examples, case studies, and real-world scenarios.",0.7166660281670816,0.48168065042985636,-0.23416643668320963,-0.14500935679322757,-0.21286311566901392,0.0028132613097428213,0.7166660281670816,0.7166660281670816,0.5136101959287802,0.7353775136320361,1.259042364098156e-44,6.56891668225125e-44,1.0,20260913,2000,True,True,True,0.48168065042985636,PC2,0.48168065042985636,0.23498537773722522,1.4878447525918304,0.8668066990053238,0.5925314104265197,True,1.0,1.0,0.5748720169067383,0.48073944449424744,0.6770938634872437,0.23376938700675964,0.11613298207521439,0.3516307771205902,20260920,2000,20260912,True,True,False,False,TARGET_DOMINANT_BUT_DIFFUSE,top10_associated_within_pole
llama,Llama-3.3-70B,PC1,17.2319543652528,positive,humble,"Acknowledges limitations, uncertainties, and the possibility of being wrong.",0.6764082526796222,-0.08289512528213779,-0.019973138281840247,-0.3189311557408474,-0.03487723469045187,-0.31930149711817585,0.6764082526796222,0.6764082526796222,0.4575281242930997,0.6629122068030352,3.9254622105782836e-38,1.8472763343897806e-37,1.0,20260913,2000,True,True,True,0.31930149711817585,PC6,-0.31930149711817585,0.3571067555614464,2.118399878436143,0.6696856020052204,0.6831983888008587,True,1.0,1.0,0.6697218418121338,0.5158252120018005,0.8210636377334595,0.3272559642791748,0.1844637542963028,0.4750913977622986,20260920,2000,20260912,True,True,False,False,TARGET_DOMINANT_BUT_DIFFUSE,top10_associated_within_pole
llama,Llama-3.3-70B,PC1,17.2319543652528,positive,quantitative,"Prefers numerical data, statistics, and measurable metrics in explanations.",0.5583039387801655,-0.2236908102744217,0.6714199084073614,0.19165138109595276,-0.02149072295452131,0.15272104986837448,0.5583039387801655,0.5583039387801655,0.3117032880574468,0.5734196936037622,6.159596394364068e-24,1.8250655983300942e-23,1.0,20260913,2000,True,True,True,0.6714199084073614,PC3,0.6714199084073614,-0.11311596962719594,0.8315272332399077,0.8730613821864165,0.35702333698100935,False,0.0105,0.0035,0.3491455316543579,0.26669982075691223,0.43382173776626587,-0.11388640105724335,-0.20765551924705505,-0.01943957433104515,20260920,2000,20260912,True,False,False,False,NON_TARGET_DOMINANT,top10_associated_within_pole
qwen,Qwen/Qwen3-32B,PC2,16.163486947770032,negative,introverted,"Prefers depth over breadth in interactions, providing thoughtful, well-considered responses. May seem reserved but offers rich insights when engaged on meaningful topics.",0.12324565705311816,-0.9540791344735012,-0.029069238365872316,-0.13007289446982223,-0.07432994090369265,0.14937371095511637,-0.9540791344735012,0.9540791344735012,0.9102669948377052,-0.9601569487320042,6.049202231423421e-145,1.451808535541621e-142,1.0,20260914,2000,True,True,True,0.14937371095511637,PC6,0.14937371095511637,0.8047054235183848,6.387195768070472,0.9710579109543386,0.9373972289079143,True,1.0,1.0,0.9174039363861084,0.8257140517234802,0.9704610109329224,0.7549999356269836,0.6319814920425415,0.8442925810813904,20260920,2000,20260912,True,True,True,True,AXIS_SPECIFIC_STRONG,strict_axis_specific;highly_concentrated;top10_associated_within_pole
