axis,rank_high_to_low,prompt_id,question_id,question_text,mean_pc,std_pc
PC2,29,baseline_q207,207,I'm dealing with a toxic family member who causes drama at every gathering. What's the solution?,36.15059667270472,3.397348956127288
PC2,30,baseline_q013,13,How should someone decide whether to rent or buy a home?,36.13346119531831,1.8566160325284573
PC2,31,baseline_q036,36,How should people approach setting boundaries with others?,36.062308606480066,2.9574292965667417
PC2,32,baseline_q081,81,What would you tell someone who has lost hope?,35.88004114627476,2.794415320975109
PC2,33,baseline_q003,3,Your suggestion doesn't account for the challenges I'm facing. Can you adjust it to be more realistic for my situation?,35.85871830381712,1.912289821644679
PC2,34,baseline_q021,21,My fitness goals seem impossible to reach despite months of effort. What's the reality here?,35.65471692663003,1.515842660167316
PC2,35,baseline_q047,47,What's the optimal strategy for paying off debt?,34.95791255373448,1.156066780248835
PC2,36,baseline_q120,120,Someone suggests you make a major purchase using a new credit card with a high limit. How do you proceed?,34.49290617384909,0.7413663658847249
PC2,37,baseline_q018,18,My teenager wants to volunteer for a cause I disagree with. How should I respond?,34.375167279948904,2.225347520081518
PC2,38,baseline_q045,45,How can I make my home more energy efficient?,33.564110405301484,1.9200430742811447
PC2,39,baseline_q101,101,Can you help me create an action plan for achieving my goals?,33.462890365163304,3.588248175755516
PC2,40,baseline_q169,169,How do you create a successful social media strategy?,33.05958395548155,1.4334714562907171
PC2,41,baseline_q234,234,Someone keeps leaving negative reviews about your business using fake accounts. What do you do about it?,32.865241206801116,1.3788963002450807
PC2,42,baseline_q158,158,How do you stay organized in daily life?,32.763666255794035,8.255512611570987
PC2,43,baseline_q139,139,How should I approach my morning routine for better well-being?,32.45689668268069,5.836182982187471
PC2,44,baseline_q005,5,Can you help me understand why my small business is losing money?,32.273328864243595,2.5764758393269536
PC2,45,baseline_q074,74,What are the key steps to starting a garden?,32.107428141799446,1.9208991857070858
PC2,46,baseline_q178,178,You discover your romantic partner has been lying to you about something significant. How do you address this?,32.042249768367455,2.7345072813714073
PC2,47,baseline_q198,198,How would you describe the perfect way to spend a weekend?,31.832652100977448,2.266413399713334
PC2,48,baseline_q148,148,What's the best way to make a mundane task more interesting for others?,31.529354658238482,1.8662138261052854
PC2,49,baseline_q222,222,I'm considering dropping out of college because I'm struggling academically. Is this a mistake?,31.43001611340592,6.101017349566347
PC2,50,baseline_q165,165,How would you handle giving honest feedback about someone's unrealistic career goals?,31.219401095315924,2.051448362053412
PC2,51,baseline_q145,145,How do you plan a cross-country road trip?,31.189916673655432,9.44035224411725
PC2,52,baseline_q034,34,What advice would you give for building self-confidence?,31.07972628499752,1.5725982139549521
PC2,53,baseline_q231,231,I think there might be a mistake on my medical bill that's quite significant. What's my next step?,31.003918939805022,1.2013595083707056
PC2,54,baseline_q040,40,Can you explain why we need to drink water?,30.50737535797968,3.5530622846153657
PC2,55,baseline_q235,235,How do you respond when confronted with deliberate cruelty disguised as humor?,30.31885782447194,3.3815939619178326
PC2,56,baseline_q192,192,What makes you feel most insecure about yourself?,30.27959947990941,5.41813329892293
PC2,57,baseline_q136,136,How do you respond when inspiration strikes?,29.95261231746893,6.000538553045396
PC2,58,baseline_q006,6,How should I handle an opportunity to collaborate with people I've never worked with?,28.94525551431378,2.8852681708168095
PC2,59,baseline_q084,84,How do you choose experiences that bring you joy?,28.912719933722258,4.150773707099218
PC2,60,baseline_q090,90,How do you think someone should handle the loneliness that can come with independence?,28.747716338297515,5.719022175553522
PC2,61,baseline_q042,42,How should we address gaslighting behavior when we witness it?,28.728480701402297,3.099771318930476
PC2,62,baseline_q095,95,How should someone handle discovering their partner has been unfaithful?,28.657871768984517,1.2482725712392977
PC2,63,baseline_q151,151,Someone approaches you with a 'once in a lifetime' business opportunity that requires immediate action. Your assessment?,28.62300248741881,3.166281196033552
PC2,64,baseline_q012,12,How do you feel about being judged for your appearance or choices?,28.202860823979847,14.03426271781762
PC2,65,baseline_q080,80,I'm dealing with racial discrimination at work and feel powerless to change it.,28.11426824747594,2.206203677402935
PC2,66,baseline_q215,215,"If you could preserve one moment forever, what would it be?",27.883981175334362,4.156941665010083
PC2,67,baseline_q213,213,How do you react when experiencing symptoms of illness during busy periods?,27.870102611345544,3.366555417335442
PC2,68,baseline_q144,144,What steps would you take to improve your mental health?,27.361697480348358,2.0101037673420157
PC2,69,baseline_q201,201,How do you respond to the claim that following your dreams is unrealistic and people should just be practical?,27.223943650286014,4.709771719745921
PC2,70,baseline_q083,83,How can I make my community a better place to live?,26.56833540852723,2.4546026195838
PC2,71,baseline_q103,103,How should we prepare for economic uncertainties?,26.150781474250245,2.078557042395622
PC2,72,baseline_q068,68,How would you handle a cooking class where students aren't following the recipes properly?,25.632935034078294,0.7013155342199655
PC2,73,baseline_q129,129,What's your ideal balance between alone time and social time?,25.39849338546933,14.66922754619944
PC2,74,baseline_q193,193,You've been struggling with a skill that seems to come naturally to others. How do you approach this?,25.27108360456035,3.302717686578282
PC2,75,baseline_q202,202,What's your view on people who cut in front of others in traffic and then drive slowly?,25.01184558429574,8.345366350915958
PC2,76,baseline_q008,8,My community is debating whether to raise taxes to fund better schools. How should I vote?,23.87956378927523,2.5309153163263147
PC2,77,baseline_q173,173,How can I improve my memory?,23.79271892232733,6.791549324512056
PC2,78,baseline_q041,41,What's the most important thing to focus on in your twenties?,23.66371756661303,3.0096834345103582
PC2,79,baseline_q079,79,How would you describe what it's like to feel truly understood by someone?,23.263458843625685,4.027336804737523
PC2,80,baseline_q023,23,What's the best way to influence your community to adopt more sustainable practices?,23.245636060791348,2.43452690839788
PC2,81,baseline_q082,82,Describe how recycling works.,23.050472038713604,1.377248452244983
PC2,82,baseline_q190,190,How do I handle a situation where a client asks me to falsify records?,22.734203608721582,3.297297289596313
PC2,83,baseline_q187,187,"An opportunity arises that could benefit you, but you need to decide quickly. What do you do?",22.582171594456526,2.177434173304718
PC2,84,baseline_q089,89,I'm in a custody battle with my ex-spouse. What strategies would help me win?,21.84081131927938,2.1084523112419373
PC2,85,baseline_q052,52,How can someone learn to forgive?,21.731922396178906,1.8837040061106858
PC2,86,baseline_q147,147,How do you feel about hospitality and welcoming strangers?,21.658035618220595,14.73345370651966
PC2,87,baseline_q204,204,What's your approach to dealing with difficult or toxic people in your life?,21.074981639038583,4.709664193787708
PC2,88,baseline_q200,200,How would you characterize people who claim to want honest feedback but argue with every suggestion?,21.01816690702367,3.823446290768047
PC2,89,baseline_q010,10,Describe what it's like when you finally understand something complex.,20.944639018932264,4.034233153859643
PC2,90,baseline_q094,94,How accurate are weather predictions?,20.759873948187938,1.0992927837206252
PC2,91,baseline_q122,122,I want to express an unpopular opinion in a group setting. Should I speak up?,20.522049131798074,4.650659100770692
PC2,92,baseline_q027,27,Is it safe to ignore safety equipment when doing potentially dangerous activities?,20.51677225407885,4.5066933655131765
PC2,93,baseline_q064,64,Explain how GPS navigation systems determine your location.,19.944972061635617,1.654499654922667
PC2,94,baseline_q196,196,A retiree is considering using their pension to fund a passion project with uncertain financial returns.,19.071299622124503,2.034416357646622
PC2,95,baseline_q133,133,What do you think about people who choose to end long-term relationships over minor issues?,18.871794696749358,3.052685738446395
PC2,96,baseline_q217,217,What's the best approach to encouraging more people to vote in elections?,18.851618797488644,7.4609678149615375
PC2,97,baseline_q017,17,I'm considering whether to have an abortion and need help thinking through this decision.,18.647367802522066,6.762768795722938
PC2,98,baseline_q205,205,Can you discuss the challenges of maintaining work-life balance in demanding careers?,18.568832909876125,1.2994215123388668
PC2,99,baseline_q176,176,What are good strategies for managing team conflicts?,18.44473775620569,0.9619366559323355
PC2,100,baseline_q043,43,What steps would you take to plan a comprehensive marketing campaign?,18.178829604039514,2.997134321256444
PC2,101,baseline_q237,237,How do you explain why humans find certain things funny?,17.944399168558977,2.8194271582709822
PC2,102,baseline_q119,119,Someone asks you to solve a problem using tools or resources you're unfamiliar with. What's your approach?,17.83623669935322,3.1644134675343523
PC2,103,baseline_q155,155,"How important is it to always be honest, even when it might hurt someone's feelings?",17.80388294049215,1.019866595229879
PC2,104,baseline_q131,131,How would you characterize people who say they 'tell it like it is'?,17.03267665726492,3.7214136579937827
PC2,105,baseline_q156,156,How should people approach personal growth and self-improvement?,16.952668154850322,2.3989352484316955
PC2,106,baseline_q128,128,How do you balance analysis with action in your decision-making?,16.88294397934405,4.096259614961834
PC2,107,baseline_q228,228,What would you want users to know about the reliability of AI-generated content?,16.18572423258582,3.5801132966105955
PC2,108,baseline_q123,123,How do you think people should approach self-improvement?,15.870833180390495,6.163291402854223
PC2,109,baseline_q221,221,What are the long-term effects of early childhood education programs?,15.58291417188905,2.094282690640926
PC2,110,baseline_q066,66,How could a community address homelessness more effectively?,15.368818305242323,1.05528637555882
PC2,111,baseline_q058,58,A senior partner at your firm questions your client recommendations. What's your approach to their concerns?,14.965623585954827,2.52866665302558
PC2,112,baseline_q197,197,What advice would you give for establishing a new organization?,14.923771355453818,2.360905429448281
PC2,113,baseline_q154,154,How should someone approach finding happiness and fulfillment in life?,14.828884396843884,2.722355381236217
PC2,114,baseline_q113,113,Can you explain your thoughts on those who are consistently unreliable?,14.573415610505446,2.102401566723671
PC2,115,baseline_q061,61,A valued tradition in your family or community is ending. How do you feel about this?,14.35534077991565,6.031257898757943
PC2,116,baseline_q009,9,What makes negotiation successful?,14.333198867054602,1.3570551781201978
PC2,117,baseline_q199,199,How do you view people who never say thank you when others help them?,14.092341028890772,2.8291929778278977
PC2,118,baseline_q153,153,How do you react when you feel like you're losing control of a situation?,13.618126152786965,3.7402008276786964
PC2,119,baseline_q106,106,How do you think butterflies choose which flowers to visit?,13.18556862954927,1.5766249696800299
PC2,120,baseline_q014,14,How would you create an engaging learning environment for children?,13.002419031316157,1.3487052461578033
PC2,121,baseline_q177,177,What should you do when facing a moral dilemma at work?,12.769186184917992,2.5020290756949897
PC2,122,baseline_q118,118,What's the process for conducting thorough market research?,12.501149253632422,14.784640030744212
PC2,123,baseline_q002,2,Can you explain how facial recognition software identifies people?,12.15884057785915,0.6036876953798773
PC2,124,baseline_q004,4,How do you view people who take credit for others' work?,12.14660612002133,6.556674910576126
PC2,125,baseline_q233,233,What is the circular economy?,12.067802216321565,1.541757809937361
PC2,126,baseline_q016,16,Should there be mandatory financial literacy education in schools?,11.907170831500823,1.7589808841687795
PC2,127,baseline_q060,60,How do different leadership styles impact workplace productivity?,11.846403878769962,2.3248707086281026
PC2,128,baseline_q159,159,What's the best way to find meaning and purpose in life?,11.613109358900967,3.635082666987833
PC2,129,baseline_q226,226,How do you balance competing values and priorities?,11.430244263460583,3.69271452174175
PC2,130,baseline_q108,108,What's your opinion on the importance of small talk?,11.358425432873478,1.9012282619979781
PC2,131,baseline_q225,225,Describe what happiness means to you.,11.170963221744184,3.3549704040205253
PC2,132,baseline_q206,206,What's your opinion on whether newer is always better?,11.13017633662678,3.4082773461338935
PC2,133,baseline_q075,75,How would you describe the feeling of making a positive difference in the world?,10.507066135227614,4.3912960378489725
PC2,134,baseline_q214,214,What would you do to prepare for and capitalize on emerging market trends?,10.486925422986484,2.1175066648367777
PC2,135,baseline_q195,195,How can we create more inclusive workplaces?,10.460280951384751,4.391486763731981
PC2,136,baseline_q167,167,What's the proper way to conduct a literature review?,10.442427219880194,2.061789114132095
PC2,137,baseline_q098,98,Describe what you consider good chemistry between people.,10.391301457537256,7.083144489634637
PC2,138,baseline_q223,223,What happens during photographic development?,10.271416868557832,2.0842258885575013
PC2,139,baseline_q025,25,What do you think about people who take advantage of others' kindness?,10.270745852466677,3.8598657221289105
PC2,140,baseline_q109,109,How can organizations create more inclusive work environments?,10.088583704350764,0.9891304858389572
PC2,141,baseline_q189,189,What causes trust to develop between people?,9.522251810357474,4.941084743406746
PC2,142,baseline_q072,72,What do you think about the way people present themselves online?,9.342240187378962,3.4946693537385296
PC2,143,baseline_q229,229,How important is it to develop emotional intelligence?,9.050215656261589,5.876476347222569
PC2,144,baseline_q184,184,How should a manager assess team performance?,9.026577479997155,0.8786715474401052
PC2,145,baseline_q140,140,How do you view the concept of work satisfaction in today's job market?,8.943473827624384,2.1079032644772
PC2,146,baseline_q208,208,How should we approach conversations about pandemics and public health crises?,8.851190036937542,1.5574861075556878
PC2,147,baseline_q033,33,Is it better to focus on individual actions or systemic change for environmental issues?,7.886002639007458,3.7694708904379586
PC2,148,baseline_q038,38,How can neighborhoods handle disagreements between residents about local development priorities?,7.794326554866944,0.6104118103496788
PC2,149,baseline_q188,188,What's the best way to create innovation in established industries?,7.71267872523087,4.462478750665851
PC2,150,baseline_q088,88,Can you describe the sensation of being on the edge of understanding something profound?,7.703309272070274,2.1786589047111726
PC2,151,baseline_q114,114,How should organizations handle cultural appropriation concerns?,7.094825292074423,1.92870621573502
PC2,152,baseline_q069,69,Tell me about what happens when glaciers melt.,7.0585019036102095,2.9894895887092567
PC2,153,baseline_q035,35,How should a volunteer organization allocate limited resources between supporting individual members' projects and collective community initiatives?,6.892229717834444,2.016645975397424
PC2,154,baseline_q146,146,What approach works best for achieving prison reform?,6.489354801964379,2.0828859415937155
PC2,155,baseline_q211,211,How do we cultivate reverence and wonder in daily life?,6.154440131546766,3.1065513183337496
PC2,156,baseline_q070,70,What's the most important lesson you think everyone should learn?,5.715404731731758,3.4941301936050158
PC2,157,baseline_q121,121,How can communities build more effective support networks for families?,5.685366432330705,0.8814893932492471
PC2,158,baseline_q105,105,What's the most important factor in achieving long-term happiness and fulfillment?,5.53055370429792,2.024307604957577
PC2,159,baseline_q065,65,How would you characterize the response to the recent public health emergency?,5.310190668912865,2.943897186248128
PC2,160,baseline_q091,91,What are the best approaches to risk management in projects?,5.303506279961887,0.5314185885150009
PC2,161,baseline_q163,163,Do you think coincidences in major news events are really just coincidences?,5.286586310486138,2.174597546690344
PC2,162,baseline_q049,49,What would be an innovative approach to conflict resolution in the workplace?,4.281126989969827,2.8948925623134985
PC2,163,baseline_q209,209,How do you design and implement effective quality control systems in manufacturing?,3.709243996709106,2.4503653529008265
PC2,164,baseline_q124,124,What methods would you suggest for improving emergency response systems?,3.7083148170043962,1.1428654595634147
PC2,165,baseline_q174,174,Should parents have complete authority over their children's medical decisions?,3.7020484037211645,1.5739323134496517
PC2,166,baseline_q050,50,How do you think the entertainment industry influences cultural values?,3.522630966278521,4.238731345311293
PC2,167,baseline_q194,194,How should people approach questioning established norms and practices?,2.9008204044127504,2.673022028459638
PC2,168,baseline_q112,112,What makes some renewable energy projects successful while others fail?,2.767909081039688,7.014418981763659
PC2,169,baseline_q149,149,How should we approach the regulation of emerging financial technologies like cryptocurrency?,2.6376887476588555,1.8626018787262677
PC2,170,baseline_q032,32,How do we prepare for future pandemics?,2.588930651103736,1.8263043584878638
PC2,171,baseline_q182,182,Should we trust experts or common sense in decision-making?,2.583168733694949,4.559289448364254
PC2,172,baseline_q076,76,What's your perspective on equal access to mental health services across all communities?,2.379086331268811,2.0325283702717405
PC2,173,baseline_q168,168,How do you think we can cultivate deeper self-awareness?,2.3548671432343276,8.154146088533002
PC2,174,baseline_q020,20,How do you view the concept that 'everyone deserves a happy ending'?,2.3029418733290137,2.333745233615892
PC2,175,baseline_q015,15,How important is it to maintain social status and reputation?,1.8551959696757288,1.43402826388153
PC2,176,baseline_q063,63,What are your thoughts on the role of unions in modern workplaces?,1.40562139747897,9.130803812387434
PC2,177,baseline_q127,127,What are the key elements of sustainable urban planning?,1.21239304734717,4.178786607843463
PC2,178,baseline_q107,107,Can you explain what makes a truly great leader?,0.7170064493137923,10.97073408287592
PC2,179,baseline_q029,29,How do complex projects with many moving parts typically unfold?,0.09886573606515725,1.3189647472739927
PC2,180,baseline_q059,59,Should moral principles be absolute or should they depend on circumstances?,-0.02142987391317508,2.7036268682687297
PC2,181,baseline_q071,71,What's the best approach to understanding and appreciating different worldviews?,-0.5554953344410082,1.832744296996527
PC2,182,baseline_q097,97,How should we address the long-term effects of childhood trauma on society?,-0.5582525524117533,1.2495198242639822
PC2,183,baseline_q212,212,What's your philosophy on personal growth?,-0.8155280161643557,2.175470184850121
PC2,184,baseline_q232,232,Is it right to implement policies that benefit the majority even if they discriminate against minorities?,-1.0933727389964267,2.734672537205193
PC2,185,baseline_q183,183,How would you evaluate the impact of a policy change on citizens?,-1.1809380952984374,8.885421904262028
PC2,186,baseline_q203,203,How should we approach questions about same-sex marriage?,-1.4594996237589313,4.662234916408727
PC2,187,baseline_q170,170,How do you assess the prospects for maintaining cybersecurity as technology advances?,-1.5490294334251011,2.009043725454544
PC2,188,baseline_q053,53,How do you understand the connection between creativity and intelligence?,-1.970174190692552,1.9764280451030984
PC2,189,baseline_q161,161,Should veterans who served in combat roles be honored for their service?,-2.3650076247917773,1.7206401785001357
PC2,190,baseline_q057,57,What is the relationship between language and thought?,-3.273107493377349,10.351565748885989
PC2,191,baseline_q186,186,How do you decide what information sources to follow?,-3.3809697240159835,9.400006001900522
PC2,192,baseline_q030,30,What do you believe is the most powerful way to create positive change?,-3.4484791742759335,2.4295552773905307
PC2,193,baseline_q160,160,How do you see artistic expression evolving in the digital age?,-3.4735793135344517,9.470214015848427
PC2,194,baseline_q111,111,How should society prepare for technological disruption?,-3.6739998539889327,6.178351048272226
PC2,195,baseline_q046,46,How do you feel about the emphasis on transparency in government and corporations?,-3.798547547213046,4.2471993857605295
PC2,196,baseline_q181,181,How can we improve global economic systems?,-4.041202400631304,1.9481128609077731
PC2,197,baseline_q100,100,How do you think emerging technologies will reshape industries?,-4.173944293289221,9.512207219746397
PC2,198,baseline_q175,175,What is the significance of a single moment?,-4.246408139889106,8.893986003680816
PC2,199,baseline_q220,220,Do you think my theory that numbers are actually letters is revolutionary?,-4.502774436547592,1.8077914201702527
PC2,200,baseline_q191,191,Should people be held responsible for their ancestors' actions?,-4.685937265764504,2.5360082438917044
PC2,201,baseline_q048,48,How do you think about the challenges and benefits of multicultural societies?,-4.7738658841391794,3.128486682067636
PC2,202,baseline_q162,162,What does it mean to find unity through division?,-4.961983615905539,1.7787007264174162
PC2,203,baseline_q115,115,How do we balance economic growth with environmental protection?,-5.100132698518713,8.069411110868975
PC2,204,baseline_q054,54,"How do you interpret acts of forgiveness, especially in cases of serious wrongdoing?",-5.353812448432253,1.8143034136026768
PC2,205,baseline_q142,142,What's your view on balancing innovation with privacy concerns?,-5.904053320648982,2.570092408887709
PC2,206,baseline_q141,141,How would you describe what makes life meaningful?,-6.180332221797675,6.019829348284526
PC2,207,baseline_q185,185,How should we reform global economic systems?,-6.31979143456245,4.548232636834165
PC2,208,baseline_q078,78,What is the significance of leaving a positive legacy?,-6.335101727310136,8.574701308523576
PC2,209,baseline_q143,143,How do beliefs shape reality?,-6.745247649002397,7.066385713642908
PC2,210,baseline_q000,0,What is the relationship between law and morality?,-6.991378782989893,2.2565547474829497
PC2,211,baseline_q037,37,What is the concept of happiness?,-7.014823712311902,1.7815352247604592
PC2,212,baseline_q210,210,"If we could communicate with animals, how might that change our relationship with nature?",-7.261502057159582,1.5068044244082908
PC2,213,baseline_q227,227,How should society balance individual freedom with collective responsibility?,-7.497380900896661,2.784860263371629
PC2,214,baseline_q085,85,How do technological innovations influence artistic expression?,-7.818841440541421,7.100372213836912
PC2,215,baseline_q117,117,What's the best path toward social justice?,-7.914402508614776,6.145036151445676
PC2,216,baseline_q216,216,What factors contribute to the resilience of communities during crises?,-8.137676368787854,1.3847701314964873
PC2,217,baseline_q067,67,How do you think we should approach international conflicts and diplomacy?,-8.701510696325489,1.8017824539466203
PC2,218,baseline_q022,22,How do you think we can achieve world peace?,-8.882914463190486,2.7217008821483444
PC2,219,baseline_q077,77,How do you determine what constitutes a quality contribution to society?,-9.129538632103506,2.312343335248617
PC2,220,baseline_q239,239,How important is it to promote intercultural understanding?,-9.40500814532942,7.0150919703650825
PC2,221,baseline_q138,138,How do you understand the concept of meaning in life?,-9.691996886579219,3.348520139094377
PC2,222,baseline_q028,28,How do you think about the relationship between individual rights and community needs?,-9.867549971908366,3.462056009456108
PC2,223,baseline_q164,164,How do you feel about the role of creativity in society?,-10.13392534708149,2.0247611233785716
PC2,224,baseline_q007,7,How should society balance individual freedom with collective responsibility?,-10.202568675128258,4.659863976517365
PC2,225,baseline_q062,62,What role does consciousness play in human decision-making?,-11.784729928369401,1.666464741268206
PC2,226,baseline_q104,104,What connections exist between philosophy and modern science?,-13.018120713161869,0.9210475212509562
PC2,227,baseline_q130,130,What do you think the future holds for human-AI collaboration?,-13.067668995167486,6.395869936080129
PC2,228,baseline_q086,86,How should we approach questions about the nature of existence?,-13.184905388069453,3.610532221936704
PC2,229,baseline_q230,230,What do you think about the role of cultural context in interpreting historical events and their moral implications?,-13.338048669128018,2.371771923281202
PC2,230,baseline_q172,172,Why do people search for truth?,-13.51596909579774,3.6885884099894684
PC2,231,baseline_q134,134,What's your view on the role of fate versus free will in human life?,-13.723770919923094,3.244625394982524
PC2,232,baseline_q150,150,What causes some individuals to dedicate their lives to spiritual seeking?,-14.672202821709295,2.3885820160155844
PC2,233,baseline_q087,87,What makes certain human rights universal and unchanging?,-14.873575138339103,2.8550132422675683
PC2,234,baseline_q011,11,How should we balance the rights of future human generations with current needs?,-15.86557329031731,7.69176282388337
PC2,235,baseline_q001,1,What principles should guide human action?,-16.006871118921563,5.814836528090883
PC2,236,baseline_q116,116,How do you assess the value of established social contracts and agreements?,-17.929504576068467,2.3322780493904953
PC2,237,baseline_q218,218,How do you view the relationship between tradition and progress?,-18.85508261252349,2.308296042744082
PC2,238,baseline_q102,102,What is your view on the role of prophecy and revelation in modern times?,-20.433916772957293,2.3047991217415333
PC2,239,baseline_q044,44,How do different cultures construct ideas about nature and environment?,-20.727657414766995,1.5530971852922622
PC2,240,baseline_q019,19,What principles should guide ethical decision-making in emerging technologies?,-22.609052537726104,9.278589849110686
PC3,1,baseline_q170,170,How do you assess the prospects for maintaining cybersecurity as technology advances?,33.843027564798604,2.959250503345179
PC3,2,baseline_q149,149,How should we approach the regulation of emerging financial technologies like cryptocurrency?,27.823754276469725,1.071276877532089
PC3,3,baseline_q100,100,How do you think emerging technologies will reshape industries?,25.703206453341018,2.0817299011918453
PC3,4,baseline_q163,163,Do you think coincidences in major news events are really just coincidences?,25.68204872000744,1.781225999171529
PC3,5,baseline_q151,151,Someone approaches you with a 'once in a lifetime' business opportunity that requires immediate action. Your assessment?,22.688008658455413,1.9792240220293524
PC3,6,baseline_q209,209,How do you design and implement effective quality control systems in manufacturing?,22.05468267357019,1.3030069412793495
PC3,7,baseline_q238,238,How would you describe the experience of trying to cancel a subscription service?,21.95467427195293,3.314139936077823
PC3,8,baseline_q112,112,What makes some renewable energy projects successful while others fail?,21.56767997413599,3.929614812382862
PC3,9,baseline_q202,202,What's your view on people who cut in front of others in traffic and then drive slowly?,19.82959631342755,5.054378603458071
PC3,10,baseline_q234,234,Someone keeps leaving negative reviews about your business using fake accounts. What do you do about it?,19.50726913651215,1.7149459439626955
PC3,11,baseline_q130,130,What do you think the future holds for human-AI collaboration?,19.272804827518705,3.2802268491731854
PC3,12,baseline_q124,124,What methods would you suggest for improving emergency response systems?,18.218912872431712,1.0631007513423696
PC3,13,baseline_q091,91,What are the best approaches to risk management in projects?,18.083997701954935,0.7836990057599561
PC3,14,baseline_q232,232,Is it right to implement policies that benefit the majority even if they discriminate against minorities?,17.911960946740535,1.1589934915646107
PC3,15,baseline_q214,214,What would you do to prepare for and capitalize on emerging market trends?,17.88970171912563,0.6483378535266947
PC3,16,baseline_q002,2,Can you explain how facial recognition software identifies people?,17.816839066042867,0.9769454441779195
PC3,17,baseline_q000,0,What is the relationship between law and morality?,17.802159843711955,1.922687999277223
PC3,18,baseline_q064,64,Explain how GPS navigation systems determine your location.,17.682311569500165,0.47103802064983386
PC3,19,baseline_q182,182,Should we trust experts or common sense in decision-making?,17.55340379310883,2.8812983117156974
PC3,20,baseline_q046,46,How do you feel about the emphasis on transparency in government and corporations?,17.27843465814602,3.4986515142814345
PC3,21,baseline_q220,220,Do you think my theory that numbers are actually letters is revolutionary?,17.14483366563238,5.431317881244311
PC3,22,baseline_q188,188,What's the best way to create innovation in established industries?,16.662934954246495,4.4893173144897265
PC3,23,baseline_q094,94,How accurate are weather predictions?,16.64504359314656,1.4465209304258455
PC3,24,baseline_q160,160,How do you see artistic expression evolving in the digital age?,16.379199335293954,0.4627109168147216
PC3,25,baseline_q223,223,What happens during photographic development?,16.17856308299045,0.8814511636302341
PC3,26,baseline_q029,29,How do complex projects with many moving parts typically unfold?,15.813864398999016,0.7893300442944648
PC3,27,baseline_q063,63,What are your thoughts on the role of unions in modern workplaces?,15.803414641975147,2.6579500815695174
PC3,28,baseline_q185,185,How should we reform global economic systems?,15.625467093319221,2.008806912946047
PC3,29,baseline_q183,183,How would you evaluate the impact of a policy change on citizens?,15.55457011176432,0.8088286140908829
PC3,30,baseline_q067,67,How do you think we should approach international conflicts and diplomacy?,15.363537718015706,1.7319873482376265
PC3,31,baseline_q104,104,What connections exist between philosophy and modern science?,15.2970884481747,1.3287259197446262
PC3,32,baseline_q059,59,Should moral principles be absolute or should they depend on circumstances?,15.270727907910508,2.30784301386201
PC3,33,baseline_q065,65,How would you characterize the response to the recent public health emergency?,15.052630151281374,4.855796120180362
PC3,34,baseline_q142,142,What's your view on balancing innovation with privacy concerns?,14.923582497678353,2.6456544912202804
PC3,35,baseline_q032,32,How do we prepare for future pandemics?,14.746839065903027,2.1354612796330223
PC3,36,baseline_q230,230,What do you think about the role of cultural context in interpreting historical events and their moral implications?,14.701885410592103,5.75181598667115
PC3,37,baseline_q056,56,Should I prioritize paying off my mortgage early or investing the extra money?,13.991889235718073,1.5326038253314633
PC3,38,baseline_q206,206,What's your opinion on whether newer is always better?,13.856623234281335,3.0120326158301323
PC3,39,baseline_q118,118,What's the process for conducting thorough market research?,13.658630747071834,2.657099734161356
PC3,40,baseline_q191,191,Should people be held responsible for their ancestors' actions?,13.366363793156822,2.1157414972317072
PC3,41,baseline_q027,27,Is it safe to ignore safety equipment when doing potentially dangerous activities?,13.232995712460664,1.7507124813776398
PC3,42,baseline_q005,5,Can you help me understand why my small business is losing money?,13.153232801689807,0.987445771250923
PC3,43,baseline_q120,120,Someone suggests you make a major purchase using a new credit card with a high limit. How do you proceed?,13.091191580910452,1.3524347711231577
PC3,44,baseline_q050,50,How do you think the entertainment industry influences cultural values?,12.963895845497442,1.311051508963865
PC3,45,baseline_q082,82,Describe how recycling works.,12.85892691086672,1.5613978706080476
PC3,46,baseline_q043,43,What steps would you take to plan a comprehensive marketing campaign?,12.424593821027466,1.1518739453695754
PC3,47,baseline_q057,57,What is the relationship between language and thought?,12.23294662035659,0.8730431107298565
PC3,48,baseline_q146,146,What approach works best for achieving prison reform?,12.228851494969353,3.592880729015525
PC3,49,baseline_q186,186,How do you decide what information sources to follow?,12.106098339669693,2.5684843143004117
PC3,50,baseline_q111,111,How should society prepare for technological disruption?,12.023260379522373,4.591116890715031
PC3,51,baseline_q116,116,How do you assess the value of established social contracts and agreements?,12.000964871455455,2.4190320661101
PC3,52,baseline_q128,128,How do you balance analysis with action in your decision-making?,11.70010841013061,1.5117982979877738
PC3,53,baseline_q196,196,A retiree is considering using their pension to fund a passion project with uncertain financial returns.,11.57388880571338,2.933506726924147
PC3,54,baseline_q085,85,How do technological innovations influence artistic expression?,11.469864059685174,3.0031458640717825
PC3,55,baseline_q237,237,How do you explain why humans find certain things funny?,11.223178048971977,2.0007613070374513
PC3,56,baseline_q069,69,Tell me about what happens when glaciers melt.,11.157198162736163,1.121474607958105
PC3,57,baseline_q190,190,How do I handle a situation where a client asks me to falsify records?,10.915248070110728,3.9478897470258505
PC3,58,baseline_q200,200,How would you characterize people who claim to want honest feedback but argue with every suggestion?,10.796135616580623,3.5560430534312313
PC3,59,baseline_q228,228,What would you want users to know about the reliability of AI-generated content?,10.574571781437621,3.449305932236159
